,unit_id,topic,text,jobids,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA,GPT-1shot,GPT-5shot,GPT-16shot,GPT-35shot
129,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-74-BBB,Economic,"""Ik zeg alleen elke keer tegen hen: 'Kap dan met de VVD in één kabinet.'""Over Van der **Plas** zei Marijnissen dat ze met haar heeft opgetrokken om te voorkomen dat een miljoen mensen in de armoede belanden.14:00",650,L,1.0,L,L,L,L,L,,L,,,,,
130,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-74-SP,Economic,"""Ik zeg alleen elke keer tegen hen: 'Kap dan met de VVD in één kabinet.'""Over Van der Plas zei **Marijnissen** dat ze met haar heeft opgetrokken om te voorkomen dat een miljoen mensen in de armoede belanden.14:00",650,L,0.8333333333333334,L,L,N,L,L,,L,,,,,
131,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-76-PVV,Immigration,14:00Uitspraak **Wilders** over loslaten 'islam' houdt gemoederen bezigDe uitspraken van Geert Wilders in Nieuwsuur van gisteravond houden de gemoederen bezig.,537,N,1.0,N,,N,,,,,,R,N,N,N
132,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-77-PVV,Immigration,"Uitspraak Wilders over loslaten 'islam' houdt gemoederen bezigDe uitspraken van Geert **Wilders** in Nieuwsuur van gisteravond houden de gemoederen bezig.De PVV wil graag deelnemen aan een volgend kabinet en over de-islamisering, tot nu toe het kernpunt van zijn partij, zei hij: ""Er zijn belangrijkere prioriteiten"".",548,N,1.0,N,,N,,,,,,R,N,N,N
133,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-78-PVV,Immigration,"De uitspraken van Geert Wilders in Nieuwsuur van gisteravond houden de gemoederen bezig.De **PVV** wil graag deelnemen aan een volgend kabinet en over de-islamisering, tot nu toe het kernpunt van zijn partij, zei hij: ""Er zijn belangrijkere prioriteiten"".Naar aanleiding van die uitspraken zei BBB-leider Caroline van der Plas in een radiogesprek met Sven Kockelmann dat Pieter Omtzigt (NSC) de PVV niet langer bij voorbaat kan blijven uitsluiten en ""open moet staan"" voor een eventuele samenwerking.",551,N,1.0,N,,,N,,,,,R,N,N,N
134,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-79-PVV,Immigration,"De PVV wil graag deelnemen aan een volgend kabinet en over de-islamisering, tot nu toe het kernpunt van zijn partij, zei hij: ""Er zijn belangrijkere prioriteiten"".Naar aanleiding van die uitspraken zei BBB-leider Caroline van der Plas in een radiogesprek met Sven Kockelmann dat Pieter Omtzigt (NSC) de **PVV** niet langer bij voorbaat kan blijven uitsluiten en ""open moet staan"" voor een eventuele samenwerking.Ze wil hem daar binnenkort, in een gesprek dat ze met hem heeft, op aanspreken.",537,N,1.0,N,,N,,,,,,R,N,N,N
135,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-81-GL/PvdA,Immigration,"Ze wil hem daar binnenkort, in een gesprek dat ze met hem heeft, op aanspreken.**GroenLinks-PvdA-fractievoorzitter** Jesse Klaver stelt op X dat Wilders ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",537,N,1.0,N,,N,,,,,,L,N,L,L
136,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-81-GL/PvdA,CivilRights,"Ze wil hem daar binnenkort, in een gesprek dat ze met hem heeft, op aanspreken.**GroenLinks-PvdA-fractievoorzitter** Jesse Klaver stelt op X dat Wilders ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",513,N,1.0,,,,N,N,,,,L,L,L,L
137,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-81-PVV,Immigration,"Ze wil hem daar binnenkort, in een gesprek dat ze met hem heeft, op aanspreken.GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelt op X dat **Wilders** ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",537,N,1.0,N,,N,,,,,,R,R,R,R
138,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-81-PVV,CivilRights,"Ze wil hem daar binnenkort, in een gesprek dat ze met hem heeft, op aanspreken.GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelt op X dat **Wilders** ""niet milder"" is geworden.""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""",513,R,1.0,,,,R,R,,,,R,R,R,R
139,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-82-PVV,Immigration,"GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelt op X dat Wilders ""niet milder"" is geworden.""**Wilders** vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Geert Wilders",537,N,1.0,N,,N,,,,,,R,R,R,R
140,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-82-PVV,CivilRights,"GroenLinks-PvdA-fractievoorzitter Jesse Klaver stelt op X dat Wilders ""niet milder"" is geworden.""**Wilders** vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Geert Wilders",513,R,1.0,,,,R,R,,,,R,R,R,R
141,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-83-PVV,Immigration,"""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Geert **Wilders**@geertwilderspvv",537,N,1.0,N,,N,,,,,,R,R,R,R
142,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-83-PVV,CivilRights,"""Wilders vindt nog steeds dat een gekozen volksvertegenwoordiger met hoofddoek geen plek heeft in de Kamer.""Geert **Wilders**@geertwilderspvv",513,R,1.0,,,,R,R,,,,R,R,R,R
143,0300961b7916f766324ba23d9dd53541e14198e30d3973925a1db733-14-NSC,Environment,"scheepsbrandstof is belastingvrij, maar op walstroom zit energiebelasting, waardoor het goedkoper is om stroom op te wekken met de scheepsmotor.In 2021 is de energiebelasting voor walstroom verlaagd, maar dat is dankzij **Omtzigt** nu ongedaan gemaakt, omdat hij het niet eerlijk vindt dat cruiseschippassagiers profiteren van een belastingvoordeel dat Nederlandse huishoudens niet hebben.Dat is een valse tegenstelling:",615,N,1.0,N,,N,,,,,,R,N,R,
144,0300961b7916f766324ba23d9dd53541e14198e30d3973925a1db733-25-NSC,Environment,"Voor de rest blijft walstroom een kostenoverweging: als het te duur is, zullen de schepen de motor laten draaien.In plaats van een fossiele subsidie af te bouwen, verstevigt **Omtzigt** hiermee de positie van stookolie.Daarvan profiteren alleen de brandstofverkopers.",615,R,1.0,R,,R,,,,,,R,R,R,
145,0300961b7916f766324ba23d9dd53541e14198e30d3973925a1db733-4-NSC,Environment,Om de uitrol van walstroomstekkers te versnellen werd in 2021 een belastingvoordeel ingevoerd.Helaas heeft Pieter **Omtzigt** een Kamermeerderheid ervan overtuigd om dit belastingvoordeel te schrappen.Zo worden omwonenden van havens onnodig langer blootgesteld aan lawaai en uitstoot.,615,R,1.0,R,,R,,,,,,R,R,R,
146,030cd8a455a170b9fdbe8c869a3676a111345fb22d1446d6a3a1ffe2-19-PVV,Immigration,Karel Pander GarypEr wordt gedaan alsof **Wilders** bekeerd is van zijn opvattingen over de islam.Maar daar is geen sprake van.,541,N,1.0,N,,N,,,,,,R,N,N,N
147,030cd8a455a170b9fdbe8c869a3676a111345fb22d1446d6a3a1ffe2-75-SP,Economic,Ik heb met veel interesse de uitstekende analyse van het begrip 'bestaanszekerheid' gelezen.Ik heb helaas alleen de **SP** gemist.Die partij laat al jaren zien met deze kernwaarde bezig te zijn.,640,L,1.0,L,,L,,,,,,,,,
148,033c4cd8fccc2bd59fabd340010e5bfbb02ed7ed36f31a1e1c310d47-25-NSC,Immigration,"Door onze praktische, nuchtere aard en handelsgeest maken we van ons land het lelijkste land ter wereld.Pieter **Omtzigt** wil aan dit consumptiefeest een einde maken.Hij wil de hoeveelheid arbeidsmigranten die in Nederland worden toegelaten beperken tot vijftigduizend.",534,R,1.0,,R,R,,,,,,R,R,R,R
149,033c4cd8fccc2bd59fabd340010e5bfbb02ed7ed36f31a1e1c310d47-29-NSC,Immigration,"Veel arbeidsmigranten komen uit de EU en mogen hier dus gewoon aan het werk.Maar als **Omtzigt** iets wil, dan gebeurt het.Die man heeft bovenmenselijke krachten.",534,N,1.0,,N,N,,,,,,N,N,N,N
150,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-13-CDA,Economic,Maar zo'n daling is (vooralsnog) niet zichtbaar.Met nog enkele weken tot de verkiezingen kruipen andere lijsttrekkers uit hun schulp en bekritiseren ze de **oud-CDA'er** steeds vaker.In een debat zondag bij RTL concludeerde Frans Timmermans dat Omtzigt weigert om 'de sterkste schouders de zwaarste lasten te laten dragen'.,644,N,1.0,N,,,,N,,,,,,,
151,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-14-GL/PvdA,Economic,"Met nog enkele weken tot de verkiezingen kruipen andere lijsttrekkers uit hun schulp en bekritiseren ze de oud-CDA'er steeds vaker.In een debat zondag bij RTL concludeerde Frans **Timmermans** dat Omtzigt weigert om 'de sterkste schouders de zwaarste lasten te laten dragen'.,,U wilt grote winsten niet extra belasten, u biedt geen duidelijkheid over het minimumloon.""",644,L,0.5,L,,,,N,,,,,,,
152,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-14-NSC,Economic,"Met nog enkele weken tot de verkiezingen kruipen andere lijsttrekkers uit hun schulp en bekritiseren ze de oud-CDA'er steeds vaker.In een debat zondag bij RTL concludeerde Frans Timmermans dat **Omtzigt** weigert om 'de sterkste schouders de zwaarste lasten te laten dragen'.,,U wilt grote winsten niet extra belasten, u biedt geen duidelijkheid over het minimumloon.""",644,R,1.0,R,,,,R,,,,,,,
153,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-16-NSC,Economic,",,U wilt grote winsten niet extra belasten, u biedt geen duidelijkheid over het minimumloon.""En VVD-lijsttrekker Yesilgöz was fel over het feit dat **Omtzigt** zijn plannen niet laat doorrekenen door het CPB:,,U hamert terecht op zorgvuldigheid en transparantie, maar wat kosten uw plannen, hoe betaalt u ze?",647,N,1.0,N,N,,,,,,,,,,
154,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-16-Overig,Economic,",,U wilt grote winsten niet extra belasten, u biedt geen duidelijkheid over het minimumloon.""En **VVD-lijsttrekker** Yesilgöz was fel over het feit dat Omtzigt zijn plannen niet laat doorrekenen door het CPB:,,U hamert terecht op zorgvuldigheid en transparantie, maar wat kosten uw plannen, hoe betaalt u ze?",644,N,1.0,N,,,,N,,,,,,,
155,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-20-GL/PvdA,Immigration,"Uw partijprogramma wordt zo een menukaart zonder prijzen.""Het plan van Omtzigt om het migratiesaldo jaarlijks op 50.000 te maximeren, werd weggehoond door de leiders van **GL-PvdA** en VVD: 'Slecht idee', 'niet waar te maken' en 'echt goedkoop'.BBB-leider Caroline van der Plas verweet Omtzigt eerder al 'D66-taal', Laurens Dassen van Volt stelde dat Nederland bij winst van het conservatieve NSC 'wel twintig, dertig, véértig stappen' achteruit zet.",545,L,0.5,L,,N,,,,,,L,L,L,L
156,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-20-NSC,Immigration,"Uw partijprogramma wordt zo een menukaart zonder prijzen.""Het plan van **Omtzigt** om het migratiesaldo jaarlijks op 50.000 te maximeren, werd weggehoond door de leiders van GL-PvdA en VVD: 'Slecht idee', 'niet waar te maken' en 'echt goedkoop'.BBB-leider Caroline van der Plas verweet Omtzigt eerder al 'D66-taal', Laurens Dassen van Volt stelde dat Nederland bij winst van het conservatieve NSC 'wel twintig, dertig, véértig stappen' achteruit zet.",552,R,1.0,R,,,R,,,,,R,R,R,R
157,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-20-VVD,Immigration,"Uw partijprogramma wordt zo een menukaart zonder prijzen.""Het plan van Omtzigt om het migratiesaldo jaarlijks op 50.000 te maximeren, werd weggehoond door de leiders van GL-PvdA en **VVD**: 'Slecht idee', 'niet waar te maken' en 'echt goedkoop'.BBB-leider Caroline van der Plas verweet Omtzigt eerder al 'D66-taal', Laurens Dassen van Volt stelde dat Nederland bij winst van het conservatieve NSC 'wel twintig, dertig, véértig stappen' achteruit zet.",545,L,0.5,L,,N,,,,,,R,R,R,R
158,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-21-BBB,Immigration,"Het plan van Omtzigt om het migratiesaldo jaarlijks op 50.000 te maximeren, werd weggehoond door de leiders van GL-PvdA en VVD: 'Slecht idee', 'niet waar te maken' en 'echt goedkoop'.**BBB-leider** Caroline van der **Plas** verweet Omtzigt eerder al 'D66-taal', Laurens Dassen van Volt stelde dat Nederland bij winst van het conservatieve NSC 'wel twintig, dertig, véértig stappen' achteruit zet.Oud-partijgenoot en CDA-leider Henri Bontenbal deed ook de handschoenen uit:",545,N,1.0,N,,N,,,,,,R,R,R,R
159,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-21-D66,Immigration,"Het plan van Omtzigt om het migratiesaldo jaarlijks op 50.000 te maximeren, werd weggehoond door de leiders van GL-PvdA en VVD: 'Slecht idee', 'niet waar te maken' en 'echt goedkoop'.BBB-leider Caroline van der Plas verweet Omtzigt eerder al '**D66-taal**', Laurens Dassen van Volt stelde dat Nederland bij winst van het conservatieve NSC 'wel twintig, dertig, véértig stappen' achteruit zet.Oud-partijgenoot en CDA-leider Henri Bontenbal deed ook de handschoenen uit:",545,N,1.0,N,,N,,,,,,R,R,R,R
160,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-21-NSC,Immigration,"Het plan van Omtzigt om het migratiesaldo jaarlijks op 50.000 te maximeren, werd weggehoond door de leiders van GL-PvdA en VVD: 'Slecht idee', 'niet waar te maken' en 'echt goedkoop'.BBB-leider Caroline van der Plas verweet **Omtzigt** eerder al 'D66-taal', Laurens Dassen van Volt stelde dat Nederland bij winst van het conservatieve **NSC** 'wel twintig, dertig, véértig stappen' achteruit zet.Oud-partijgenoot en CDA-leider Henri Bontenbal deed ook de handschoenen uit:",545,R,1.0,R,,R,,,,,,R,R,R,R
161,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-21-Volt,Immigration,"Het plan van Omtzigt om het migratiesaldo jaarlijks op 50.000 te maximeren, werd weggehoond door de leiders van GL-PvdA en VVD: 'Slecht idee', 'niet waar te maken' en 'echt goedkoop'.BBB-leider Caroline van der Plas verweet Omtzigt eerder al 'D66-taal', Laurens **Dassen** van **Volt** stelde dat Nederland bij winst van het conservatieve NSC 'wel twintig, dertig, véértig stappen' achteruit zet.Oud-partijgenoot en CDA-leider Henri Bontenbal deed ook de handschoenen uit:",545,N,1.0,N,,N,,,,,,L,R,L,L
162,036e9a7d0720f4a36e03b1ca870a0f37a4c850b911918a0b48609394-11-Overig,Economic,"Dat komt door een fondsenwervingsdiner dat vastgoedondernemer Cor van Zadelhoff eind augustus organiseerde.**Lijsttrekker** Dilan Yeşilgöz wist de ruim zeventig ondernemers daar te overtuigen met haar verhaal en harkte meer dan een miljoen binnen.De suggestie dat de ondernemers hiermee invloed zouden kopen, klopt niet, zegt Van Zadelhoff.",636,N,1.0,N,N,,,,,,,,,,
163,036e9a7d0720f4a36e03b1ca870a0f37a4c850b911918a0b48609394-20-GL/PvdA,Economic,"""Het is nu belangrijker dan ooit dat VVD de grootste wordt.Als Frans **Timmermans** aan de macht komt, is het een ramp voor het land en de ondernemers.""Ict-ondernemer Ernst Nijkerk, die zelf een ton doneerde, benadrukt dat hij de VVD ziet als een goed doel.",636,L,1.0,L,L,,,,,,,,,,
164,036e9a7d0720f4a36e03b1ca870a0f37a4c850b911918a0b48609394-21-VVD,Economic,"Als Frans Timmermans aan de macht komt, is het een ramp voor het land en de ondernemers.""Ict-ondernemer Ernst Nijkerk, die zelf een ton doneerde, benadrukt dat hij de **VVD** ziet als een goed doel.""Als ik een donatie doe aan het Rijksmuseum luisteren ze echt niet naar mij welk schilderij ze moeten ophangen, dat geldt ook voor de VVD.""",636,N,1.0,N,N,,,,,,,,,,
165,036e9a7d0720f4a36e03b1ca870a0f37a4c850b911918a0b48609394-22-VVD,Economic,"Ict-ondernemer Ernst Nijkerk, die zelf een ton doneerde, benadrukt dat hij de VVD ziet als een goed doel.""Als ik een donatie doe aan het Rijksmuseum luisteren ze echt niet naar mij welk schilderij ze moeten ophangen, dat geldt ook voor de **VVD**.""Hij vindt het liberaal gedachtegoed belangrijk, het is ""onderdeel van een beter Nederland.""",636,N,1.0,N,N,,,,,,,,,,
166,036e9a7d0720f4a36e03b1ca870a0f37a4c850b911918a0b48609394-28-GL/PvdA,Economic,"Het ministerie van Binnenlandse Zaken publiceert in aanloop naar de Tweede Kamerverkiezingen op 22 november regelmatig een update.Jesse Klaver, nummer drie op de lijst van **GroenLinks/PvdA**, is blij dat dit voortaan openbaar te zien is.""Dit laat zien dat de VVD niet de partij voor de middenklasse is, maar voor miljonairs.",636,N,1.0,N,N,,,,,,,,,,
167,0390456559016570aa62e99ccfa7b5efc3e9815376fab0ae77578efd-9-Volt,Environment,"Zo kopieerde D66 een compleet uitgewerkt voorstel voor toegankelijk openbaar vervoer uit een manifest van Ieder(in), een organisatie die zich inzet voor mensen met een beperking.Een positieve tekst over aardwarmte in het **Volt-programma** komt letterlijk van een website van brancheorganisatie Geothermie Nederland en ook een voorstel voor financiering van een kenniscentrum over slavernij en kolonialisme is niet origineel.Die alinea stond al in het Zwart Manifest, opgesteld door verschillende partijen die strijden tegen institutioneel racisme.",617,N,1.0,N,,,,N,,,,N,N,N,
168,0399b3fa5fa3570e75eea91cb2944664b5aa8427c01b49aae62ce0e3-82-Denk,Economic,"„Klopt. Het verdriet laat ik thuis, daar hebben ze hier niks aan.Dat is **denk** ik wel een verschil tussen een ondernemer en een manager die zich kan ziek melden.Ik kan dat niet en zou het ook niet willen.",636,N,1.0,N,N,,,,,,,,,,
169,03b37a317c90f5ff8ff7767db8fe86b19f06cee92f4eb407abaae7a4-13-GL/PvdA,Economic,"Ook RTL had een 'geinig' filmpje gemaakt.Het thema bestaanszekerheid werd tijdens het debat (tussen Yesilgöz, NSC-leider Pieter Omtzigt en **GroenLinks-PvdA-leider** Frans **Timmermans**) geïntroduceerd door een soort lollig 'sprookje'.Met tekenfilmfragmenten van een kasteel waarin 'een heel belangrijke meneer' woonde, die zei dat Nederland een ontzettend gaaf land is.",647,N,1.0,N,N,,,,,,,,,,
170,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-24-GL/PvdA,CivilRights,"Vleestaks- en hoofddoek-standpunten opgegevenOp andere onderwerpen heeft **Timmermans** behoorlijk concessies moeten doen om met **GroenLinks** tot een gezamenlijk verkiezingsprogramma te komen.Zo was de PvdA eerder voor een gedeeltelijk boerkaverbod, mede omdat de boerka ""de mogelijkheid tot ontplooiing en participatie"" van vrouwen zou ontnemen.",517,N,1.0,,,N,N,,,,,L,L,N,L
171,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-24-GL/PvdA,Immigration,"Vleestaks- en hoofddoek-standpunten opgegevenOp andere onderwerpen heeft **Timmermans** behoorlijk concessies moeten doen om met **GroenLinks** tot een gezamenlijk verkiezingsprogramma te komen.Zo was de PvdA eerder voor een gedeeltelijk boerkaverbod, mede omdat de boerka ""de mogelijkheid tot ontplooiing en participatie"" van vrouwen zou ontnemen.",541,N,1.0,N,,N,,,,,,N,N,N,N
172,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-25-GL/PvdA,CivilRights,"Op andere onderwerpen heeft Timmermans behoorlijk concessies moeten doen om met GroenLinks tot een gezamenlijk verkiezingsprogramma te komen.Zo was de **PvdA** eerder voor een gedeeltelijk boerkaverbod, mede omdat de boerka ""de mogelijkheid tot ontplooiing en participatie"" van vrouwen zou ontnemen.GroenLinks was tegen het verbod, en in het gezamenlijke programma staat nu dat GL-PvdA het verbod wil afschaffen.","517,667,654",L,0.5,N,,R,L,,,L,,L,L,L,L
173,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-26-GL/PvdA,CivilRights,"Zo was de PvdA eerder voor een gedeeltelijk boerkaverbod, mede omdat de boerka ""de mogelijkheid tot ontplooiing en participatie"" van vrouwen zou ontnemen.**GroenLinks** was tegen het verbod, en in het gezamenlijke programma staat nu dat **GL-PvdA** het verbod wil afschaffen.Ook was de PvdA tegen het dragen van een hoofddoek door politieagenten.","517,658,664",L,0.5,L,,N,L,,,N,,L,L,L,L
174,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-27-GL/PvdA,CivilRights,"GroenLinks was tegen het verbod, en in het gezamenlijke programma staat nu dat GL-PvdA het verbod wil afschaffen.Ook was de **PvdA** tegen het dragen van een hoofddoek door politieagenten.De partij vond een neutrale uitstraling van de politie belangrijker dan de vrije keuze om je religie te uiten.","517,654,666",N,0.5,N,R,R,N,,,,,R,R,R,R
175,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-29-GL/PvdA,CivilRights,"De partij vond een neutrale uitstraling van de politie belangrijker dan de vrije keuze om je religie te uiten.**GroenLinks** hechtte wel meer waarde aan die vrijheid, en in de stemwijzer zegt **GL-PvdA** nu vóór de hoofddoek bij de politie te zijn. **Timmermans**:""In bijvoorbeeld het Verenigd Koninkrijk en in Canada leidt dit tot geen enkel probleem voor de uitvoering van het politiewerk en de samenleving is er ook heel erg aan gewend.""","517,663,666",L,0.75,L,L,N,L,,,,,L,L,L,L
176,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-32-GL/PvdA,CivilRights,"Zijn achterban staat er iets anders in.De helft van de potentiële **GL-PvdA-kiezers** zegt in de Ipsos-peiling dat agenten een neutraal uniform moeten dragen, zonder religieuze uitingen zoals een kruisje, keppeltje, of hoofddoek.28 procent is het daarmee oneens.",517,N,1.0,,,N,N,,,,,L,N,N,N
177,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-35-GL/PvdA,Environment,Lagere belasting op groente en fruitDan is er nog een thema waarover het standpunt van **GL-PvdA** onbekend is:een extra belasting op vlees.,"614,673,677",N,0.75,N,N,L,N,,,,,N,N,N,N
178,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-35-GL/PvdA,Agriculture,Lagere belasting op groente en fruitDan is er nog een thema waarover het standpunt van **GL-PvdA** onbekend is:een extra belasting op vlees.,707,N,1.0,N,,,,,,,,,,,
179,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-37-GL/PvdA,Environment,een extra belasting op vlees.**GroenLinks** was altijd voorstander van zo'n vleestaks als middel om de klimaat- en natuurschade van de vleesproductie door te berekenen en om dierenleed tegen te gaan.De PvdA was tegen om mensen met een lager inkomen niet op extra kosten te jagen.,614,L,1.0,L,,L,,,,,,L,L,L,
180,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-37-GL/PvdA,Agriculture,een extra belasting op vlees.**GroenLinks** was altijd voorstander van zo'n vleestaks als middel om de klimaat- en natuurschade van de vleesproductie door te berekenen en om dierenleed tegen te gaan.De PvdA was tegen om mensen met een lager inkomen niet op extra kosten te jagen.,707,L,1.0,L,,,,,,,,,,,
181,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-38-GL/PvdA,Environment,"GroenLinks was altijd voorstander van zo'n vleestaks als middel om de klimaat- en natuurschade van de vleesproductie door te berekenen en om dierenleed tegen te gaan.De **PvdA** was tegen om mensen met een lager inkomen niet op extra kosten te jagen.""Daar zullen we het nog over moeten hebben"", zegt Timmermans.","614,673,677",R,0.75,L,R,R,R,,,,,L,L,N,N
182,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-38-GL/PvdA,Agriculture,"GroenLinks was altijd voorstander van zo'n vleestaks als middel om de klimaat- en natuurschade van de vleesproductie door te berekenen en om dierenleed tegen te gaan.De **PvdA** was tegen om mensen met een lager inkomen niet op extra kosten te jagen.""Daar zullen we het nog over moeten hebben"", zegt Timmermans.",707,R,1.0,R,,,,,,,,,,,
183,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-39-GL/PvdA,Environment,"De PvdA was tegen om mensen met een lager inkomen niet op extra kosten te jagen.""Daar zullen we het nog over moeten hebben"", zegt **Timmermans**.""Ik denk dat je alles moet doen om te stimuleren dat mensen minder vlees eten.",614,L,1.0,L,,L,,,,,,L,L,L,
184,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-39-GL/PvdA,Agriculture,"De PvdA was tegen om mensen met een lager inkomen niet op extra kosten te jagen.""Daar zullen we het nog over moeten hebben"", zegt **Timmermans**.""Ik denk dat je alles moet doen om te stimuleren dat mensen minder vlees eten.",707,L,1.0,L,,,,,,,,,,,
185,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-40-Denk,Environment,"""Daar zullen we het nog over moeten hebben"", zegt Timmermans.""Ik **denk** dat je alles moet doen om te stimuleren dat mensen minder vlees eten.Maar ik denk dat je vooral de belasting moet verlagen op groente en fruit.""",614,N,1.0,N,,N,,,,,,L,L,L,
186,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-40-Denk,Agriculture,"""Daar zullen we het nog over moeten hebben"", zegt Timmermans.""Ik **denk** dat je alles moet doen om te stimuleren dat mensen minder vlees eten.Maar ik denk dat je vooral de belasting moet verlagen op groente en fruit.""",707,N,1.0,N,,,,,,,,,,,
187,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-41-Denk,Environment,"""Ik denk dat je alles moet doen om te stimuleren dat mensen minder vlees eten.Maar ik **denk** dat je vooral de belasting moet verlagen op groente en fruit.""",614,N,1.0,N,,N,,,,,,L,L,L,
188,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-41-Denk,Agriculture,"""Ik denk dat je alles moet doen om te stimuleren dat mensen minder vlees eten.Maar ik **denk** dat je vooral de belasting moet verlagen op groente en fruit.""",707,N,1.0,N,,,,,,,,,,,
189,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-21-GL/PvdA,Environment,"Als ons klimaatbeleid nu stagneert, dan gaan we onze klimaatdoelen nooit meer halen.Om deze reden merkte Frans **Timmermans** tijdens zijn Abel Herzberglezing in september op dat Nederland behoefte heeft aan kathedralenbouwers, die het geduld en de moed hebben om Nederland toekomstbestendig te maken.Dat betekent vooral: welvaart beter verdelen, rechtsstaat bestendigen, klimaatcrisis aanpakken.",558,L,1.0,L,L,L,L,L,L,L,,L,L,L,
190,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-25-BBB,Environment,"Toch geven de peilingen aan dat Nederland weinig behoefte heeft aan kathedralen.Een coalitie met VVD, PVV, NSC en **BBB** ligt namelijk voor de hand.Vier partijen die allemaal geen klimaatbeleid willen voeren waarmee de opwarming tot 1,5 graad kan worden beperkt.",558,R,1.0,R,R,R,R,R,R,R,,R,R,R,
191,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-25-NSC,Environment,"Toch geven de peilingen aan dat Nederland weinig behoefte heeft aan kathedralen.Een coalitie met VVD, PVV, **NSC** en BBB ligt namelijk voor de hand.Vier partijen die allemaal geen klimaatbeleid willen voeren waarmee de opwarming tot 1,5 graad kan worden beperkt.",558,R,1.0,R,R,R,R,R,R,R,,R,R,R,
