,unit_id,topic,text,jobids,majority,agreement,NK,NPR,AM,KN,SH,NR,JE,WA,GPT
1802,3a920fffe0877bf35ff7cb93b74a7740f8e4f3ccb169e0138300008e-6-PVV,Immigration,"PVV-leider Geert Wilders begint bij het onderwerp migratie over GroenLinks-PvdA-leider Frans Timmermans, die op dat moment niet eens op het podium staat.Dilan Yesilgöz (VVD) en Pieter Omtzigt (NSC) staan er wel, en omdat zij volgens **Wilders** onduidelijk zijn over een kabinet met de **PVV**, richt hij zich expliciet tot hun kiezers.„Een stem op NSC of de VVD kan betekenen dat GroenLinks-PvdA het voor het zeggen krijgt, er is maar één manier om dat te voorkomen:","499,499,499",N,1.0,N,,N,,N,,,,
1803,3a920fffe0877bf35ff7cb93b74a7740f8e4f3ccb169e0138300008e-6-VVD,Immigration,"PVV-leider Geert Wilders begint bij het onderwerp migratie over GroenLinks-PvdA-leider Frans Timmermans, die op dat moment niet eens op het podium staat.Dilan **Yesilgöz** (**VVD**) en Pieter Omtzigt (NSC) staan er wel, en omdat zij volgens Wilders onduidelijk zijn over een kabinet met de PVV, richt hij zich expliciet tot hun kiezers.„Een stem op NSC of de VVD kan betekenen dat GroenLinks-PvdA het voor het zeggen krijgt, er is maar één manier om dat te voorkomen:","499,499,499",N,1.0,N,,N,,N,,,,
1804,3af6146441df72b050f801046f8c4569919a792c51f089c158932864-116-VVD,Economic,"Inmiddels zijn verschillende maatregelen genomen, waaronder het maximeren van het fiscale tarief tot onder de 37 procent.Wat de **VVD** betreft moet deze aftrek niet versneld worden afgebouwd.De SP wil de hypotheekrenteaftrek behouden voor woningen met een aankoopwaarde tot 405.000 euro, de grens voor de nationale hypotheekgarantie.","638,638",N,1.0,N,,N,,,,,,
1805,3b0a7e0e37a91f9b4478e2393711d61e74efb1aa1c6ae2bb629eb42d-16-BBB,Agriculture,"Ook de actualiteit komt aan bod in de uitzendingen.Grote nieuwszaken - denk aan de opkomst van de **BBB** of de coronacrisis - blijven niet onbesproken in het universum van Sinterklaas.Maar, gezien het jonge kijkerspubliek, altijd met een speelse en gemoedelijke twist.",711,N,1.0,N,,,,,,,,
1806,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-CDA,Economic,"Bij Rutte I was een centrale rol voor de PVV weggelegd, nadat Geert Wilders een puike verkiezingswinst had geboekt.De PVV werd gedoger van een rechts kabinet van VVD en **CDA**, dat ingrijpen beloofde na jaren van vermeende stilstand.Rutte I zat anderhalf jaar, tot de PVV extra bezuinigingen niet trok.","632,632",N,1.0,N,N,,,,,,,
1807,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-PVV,Economic,"Bij Rutte I was een centrale rol voor de PVV weggelegd, nadat Geert Wilders een puike verkiezingswinst had geboekt.De **PVV** werd gedoger van een rechts kabinet van VVD en CDA, dat ingrijpen beloofde na jaren van vermeende stilstand.Rutte I zat anderhalf jaar, tot de PVV extra bezuinigingen niet trok.","632,632",N,0.5,R,N,,,,,,,
1808,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-VVD,Economic,"Bij Rutte I was een centrale rol voor de PVV weggelegd, nadat Geert Wilders een puike verkiezingswinst had geboekt.De PVV werd gedoger van een rechts kabinet van **VVD** en CDA, dat ingrijpen beloofde na jaren van vermeende stilstand.Rutte I zat anderhalf jaar, tot de PVV extra bezuinigingen niet trok.","632,632",N,1.0,N,N,,,,,,,
1809,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-12-PVV,Economic,"De PVV werd gedoger van een rechts kabinet van VVD en CDA, dat ingrijpen beloofde na jaren van vermeende stilstand.Rutte I zat anderhalf jaar, tot de **PVV** extra bezuinigingen niet trok.Met het vertrek van premier Rutte verwelkomt Nederland wederom een politieke belofte die de boel belooft op te schudden.","632,632",N,0.5,R,N,,,,,,,
1810,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-11-VVD,Immigration,"Een lezer noemde mij zelfs een racist, na het lezen van mijn columns waarin ik schreef dat witte suprematie en fascisme de grootste bedreiging vormen in Nederland.Een andere lezer reageerde boos op een Facebookbericht waarin ik schreef dat mensen met migratieachtergrond in hogere posities, zoals **VVD'er** **Yesilgöz**, niet automatisch een zegen zijn voor de gemarginaliseerden.Ik snap inmiddels dat sommige lezers zich door mij aangevallen of beledigd kunnen voelen.","535,535",N,1.0,,N,N,,,,,,
1811,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-11-VVD,CivilRights,"Een lezer noemde mij zelfs een racist, na het lezen van mijn columns waarin ik schreef dat witte suprematie en fascisme de grootste bedreiging vormen in Nederland.Een andere lezer reageerde boos op een Facebookbericht waarin ik schreef dat mensen met migratieachtergrond in hogere posities, zoals **VVD'er** **Yesilgöz**, niet automatisch een zegen zijn voor de gemarginaliseerden.Ik snap inmiddels dat sommige lezers zich door mij aangevallen of beledigd kunnen voelen.","510,510",N,1.0,,,,N,N,,,,
1814,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-39-FvD,Agriculture,Tien boxen per week werden vijftienhonderd boxen.**Baudet** wilde blijven groeien.Maar in Oud Gastel raakte het vlees op.,"652,652,652,652",N,1.0,N,,N,N,,N,,,
1815,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-7-FvD,Economic,"'Als je zegt dat je kwaliteit biedt, dan moet je kwaliteit leveren.'Thierry **Baudet**, de leider van **Forum** voor Democratie, is ook ondernemer.Elders ter wereld is zoiets niet ongebruikelijk.","642,642",N,1.0,N,,,N,,,,,
1816,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-11-NSC,Economic,"Blijkbaar is dit een land waar het loont om content te maken voor mensen die niet content zijn.De grote ster aan het firmament heet Pieter **Omtzigt**.Dat is een weinig mededeelzame politicus die eigenlijk alleen zegt een einde te willen maken aan de armoede, waarbij hij - daar moet ik je wel voor waarschuwen - de meest Hollandse definitie van armoede hanteert die er bestaat, namelijk het hebben van te weinig euro's.","642,642",L,1.0,L,,,L,,,,,
1817,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-SGP,Economic,"Dat is een weinig mededeelzame politicus die eigenlijk alleen zegt een einde te willen maken aan de armoede, waarbij hij - daar moet ik je wel voor waarschuwen - de meest Hollandse definitie van armoede hanteert die er bestaat, namelijk het hebben van te weinig euro's.Over culturele armoede maakt hij zich nauwelijks zorgen, getuige zijn deze week uitgesproken wens samen te regeren met VVD, BBB, Ja21 en **SGP**, allemaal partijen die willen snijden in cultuursubsidies en enkel over kunst spreken in termen van verdienmodellen, nooit in termen van schoonheid of vervoering.Ook deert de morele armoede hem niets, al weet iedereen die ooit op dat grasveld in Ter Apel is geweest, dat die groeiende is.","642,642",N,1.0,N,,,N,,,,,
1818,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-15-JA21,Immigration,"Ook deert de morele armoede hem niets, al weet iedereen die ooit op dat grasveld in Ter Apel is geweest, dat die groeiende is.Waarom zou hij anders willen samenwerken met **Ja21**, die partij wier fractievoorzitter in de Eerste Kamer ooit de term 'dobbernegers' muntte en zei dat de snelste oplossing voor het vluchtelingenprobleem ebola is?Over morele armoede gesproken:","552,552",N,0.5,R,,,N,,,,,
1819,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-17-NSC,CivilRights,"Over morele armoede gesproken:wist je trouwens dat **Omtzigt** tegen de afschaffing van de minimale bedenktijd op abortus stemde?Net als de SGP en BBB, twee partijen waar hij ook mee in zee wil.","519,519",R,1.0,R,,R,,,,,,
1820,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-18-BBB,CivilRights,"wist je trouwens dat Omtzigt tegen de afschaffing van de minimale bedenktijd op abortus stemde?Net als de SGP en **BBB**, twee partijen waar hij ook mee in zee wil.Wat het allemaal extra ingewikkeld maakt, zijn de laatste CBS-cijfers.","525,525",R,1.0,R,R,,,,,,,
1821,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-18-SGP,CivilRights,"wist je trouwens dat Omtzigt tegen de afschaffing van de minimale bedenktijd op abortus stemde?Net als de **SGP** en BBB, twee partijen waar hij ook mee in zee wil.Wat het allemaal extra ingewikkeld maakt, zijn de laatste CBS-cijfers.","526,526",R,1.0,R,R,,,,,,,
1822,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-44-Denk,Economic,"Zo zie je dat elke partij de campagnemiddelen inzet waar ze denken dat het loont.**Denk** richt flink wat advertenties op mensen die interesse hebben getoond in de Turkse mobiele telefoonaanbieder Turkcell, of die Turkse cinema volgen.BVNL gaat voor de zelfstandige ondernemers.","646,646",N,1.0,N,N,,,,,,,
1823,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-29-NSC,Environment,"Maar belangrijker is dat ze een oplossing zoeken voor hetzelfde probleem.**Omtzigt** blijkt meer het type prepper:als het erop aankomt, moet het Nederlandse plan klaarliggen om niet alleen zelfvoorzienend te zijn in energie, maar ook in water, voedsel, geld en medicijnen.","670,619,619",N,0.6666666666666666,N,,N,,L,,,,
1824,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-102-CDA,CivilRights,"Wij zitten een beetje op de inhoud.""**CDA-voorman** **Bontenbal** komt met 'Knokken voor gezinnen'.En hij besteedt ook aandacht aan 'de fatsoenlijke samenleving'.","513,513",R,1.0,,,,R,R,,,,
1825,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-GL/PvdA,Environment,Nieuw Sociaal Contract (NSC) van Pieter Omtzigt vindt dat mensen in een slecht geïsoleerd huurhuis korting moeten krijgen op de huur.Daar kunnen **GroenLinks-PvdA** en VVD zich ook in vinden.Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.,"611,611",L,1.0,L,,L,,,,,,
1826,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-VVD,Environment,Nieuw Sociaal Contract (NSC) van Pieter Omtzigt vindt dat mensen in een slecht geïsoleerd huurhuis korting moeten krijgen op de huur.Daar kunnen GroenLinks-PvdA en **VVD** zich ook in vinden.Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.,"611,611",L,1.0,L,,L,,,,,,
1827,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-CU,Environment,"Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.De VVD bijvoorbeeld wil vanaf 2030 minimaal energielabel D, de **ChristenUnie** gaat met een ondergrens van energielabel C nog een stapje verder.16:48","611,611",L,1.0,L,,L,,,,,,
1828,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-VVD,Environment,"Ook zijn veel partijen voor een verbod op de slechtste energielabels voor huurhuizen.De **VVD** bijvoorbeeld wil vanaf 2030 minimaal energielabel D, de ChristenUnie gaat met een ondergrens van energielabel C nog een stapje verder.16:48","611,611",L,1.0,L,,L,,,,,,
1829,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-CDA,Environment,"16:48**Bontenbal**: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.","611,611",N,1.0,N,,N,,,,,,
1830,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-GL/PvdA,Environment,"16:48Bontenbal: strategische blunder van **Timmermans**CDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.","611,611",N,1.0,N,,N,,,,,,
1831,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-CDA,Environment,"Bontenbal: strategische blunder van Timmermans**CDA-leider** **Bontenbal** vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.","611,611",N,1.0,N,,N,,,,,,
1832,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-GL/PvdA,Environment,"Bontenbal: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat **GroenLinks-PvdA-lijsttrekker** **Timmermans** een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.","611,611",L,1.0,L,,L,,,,,,
1833,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-Overig,Environment,"Bontenbal: strategische blunder van TimmermansCDA-leider Bontenbal vindt dat **GroenLinks-PvdA-lijsttrekker** Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.","611,611",L,1.0,L,,L,,,,,,
1834,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-118-GL/PvdA,Environment,"CDA-leider Bontenbal vindt dat GroenLinks-PvdA-lijsttrekker Timmermans een ""strategische blunder"" heeft gemaakt met zijn uitspraken over het klimaatbeleid van het kabinet.**Timmermans** zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""","611,611",L,1.0,L,,L,,,,,,
1835,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-CDA,Environment,"Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en **Bontenbal** wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""Timmermans antwoordde daarop dat hij al vaak heeft gezegd dat Nederland op het gebied van de energietransitie ""uit de achterhoede naar de kop van het peloton"" is gegaan.","611,611",L,1.0,L,,L,,,,,,
1836,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-GL/PvdA,Environment,"Timmermans zei vanochtend dat het kabinet op dit gebied niets heeft gedaan en dat Nederland al duizend dagen stilstaat.De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de **GroenLinks-voorman** voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""Timmermans antwoordde daarop dat hij al vaak heeft gezegd dat Nederland op het gebied van de energietransitie ""uit de achterhoede naar de kop van het peloton"" is gegaan.","611,611",L,1.0,L,,L,,,,,,
1837,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,Economic,"Een vragensteller, die voor haar demente moeder zorgt, wil weten wat de lijsttrekkers willen doen aan het ontlasten van mantelzorgers.**D66-leider** **Jetten** vindt dat de mantelzorg beter ondersteund moeten worden, bijvoorbeeld een tijdelijk verlofregeling.Ook moet er een goede plek zijn om de moeder op te vangen.","650,650,650,650,650,650",L,0.6666666666666666,L,N,L,N,L,,L,,
1838,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-120-GL/PvdA,Environment,"De politici ontmoetten elkaar vanmiddag op de redactie van De Telegraaf en Bontenbal wierp de GroenLinks-voorman voor de voeten dat het kabinet juist heel veel heeft gedaan: ""Als er één onderwerp is waar we stappen hebben gezet en we steeds bij elkaar zijn gekomen, was dat het klimaat.""**Timmermans** antwoordde daarop dat hij al vaak heeft gezegd dat Nederland op het gebied van de energietransitie ""uit de achterhoede naar de kop van het peloton"" is gegaan.Maar hij bleef erbij dat we op een aantal gebieden hebben stilgestaan.","611,611",L,1.0,L,,L,,,,,,
1839,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-127-GL/PvdA,Environment,"13:43Jetten: 'Kritiek **Timmermans** klein en kinderachtig'D66-lijsttrekker Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".","611,611",N,1.0,N,,N,,,,,,
1840,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-D66,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'**D66-lijsttrekker** **Jetten** vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".","611,611",N,1.0,N,,N,,,,,,
1841,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-GL/PvdA,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'D66-lijsttrekker Jetten vindt de kritiek van **GroenLinks-PvdA-voorman** **Timmermans** op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".","611,611",L,1.0,L,,L,,,,,,
1842,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-Overig,Environment,"Jetten: 'Kritiek Timmermans klein en kinderachtig'**D66-lijsttrekker** Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".","611,611",N,1.0,N,,N,,,,,,
1843,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-129-D66,Environment,"D66-lijsttrekker Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".Timmermans zei vanmorgen dat **Jetten** deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".Volgens de GroenLinks-PvdA-lijsttrekker ""staan we in Nederland al duizend dagen stil"".","611,611",N,1.0,N,,N,,,,,,
1844,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-129-GL/PvdA,Environment,"D66-lijsttrekker Jetten vindt de kritiek van GroenLinks-PvdA-voorman Timmermans op zijn klimaatbeleid ""een beetje klein en kinderachtig"".**Timmermans** zei vanmorgen dat Jetten deel uitmaakt van een kabinet dat op dit gebied ""niets heeft gedaan"".Volgens de GroenLinks-PvdA-lijsttrekker ""staan we in Nederland al duizend dagen stil"".","622,622",L,1.0,,,,L,,,L,,
1845,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-131-D66,Environment,"Volgens de GroenLinks-PvdA-lijsttrekker ""staan we in Nederland al duizend dagen stil"".**Jetten** reageerde daarop in Buitenhof:""Ik denk dat hij ook weet dat we in Nederland en in Europa de afgelopen jaren enorme stappen hebben gezet en dat we de komende tijd vooral door moeten, want er gaan vandaag in Amsterdam niet voor niks 40.000 mensen de straat op.","611,611",L,1.0,L,,L,,,,,,
1846,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-132-Denk,Environment,"Jetten reageerde daarop in Buitenhof:""Ik **denk** dat hij ook weet dat we in Nederland en in Europa de afgelopen jaren enorme stappen hebben gezet en dat we de komende tijd vooral door moeten, want er gaan vandaag in Amsterdam niet voor niks 40.000 mensen de straat op.De jonge generatie eist van ons dat we een leefbare planeet doorgeven.","611,611",N,1.0,N,,N,,,,,,
1847,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-137-CU,Environment,"""Maar het is nog lang niet klaar.Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen VVD, CDA en **ChristenUnie** en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De D66-leider pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".","611,611",N,1.0,N,,N,,,,,,
1848,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-137-VVD,Environment,"""Maar het is nog lang niet klaar.Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen **VVD**, CDA en ChristenUnie en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De D66-leider pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".","611,611",N,1.0,N,,N,,,,,,
1849,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-138-D66,Environment,"Ik heb de afgelopen jaren een beetje in mijn eentje moeten knokken tegen VVD, CDA en ChristenUnie en we hebben ons in de groene stand gekregen, maar als je dat met meer groene politici kan doen, is dat winst.""De **D66-leider** pleitte voor een nieuwe coalitie ""met een brede meerderheid vanuit het politieke midden"".Jetten waarschuwde voor ""politieke experimenten"".","611,611",N,1.0,N,,N,,,,,,
1850,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-150-NSC,Environment,"De man schreeuwt vervolgens""Het klimaat is belangrijker dan **Omtzigt**"" en ""Stemrecht.""Na korte tijd werd de man door de beveiliging verwijderd en overgedragen aan de politie.","671,622,622,675",N,0.75,N,,N,N,,,R,,
1851,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-156-Overig,Environment,"Ouwehand: 'Economie moet krimpen'**Lijsttrekker** Ouwehand van de Partij voor de Dieren vindt het noodzakelijk dat de economie krimpt.In Buitenhof zei ze dat ""oneindige economische groei niet samengaat met een eindige planeet"".","622,622",L,1.0,,,,L,,,L,,
1852,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-156-PvdD,Environment,"Ouwehand: 'Economie moet krimpen'Lijsttrekker **Ouwehand** van de Partij voor de **Dieren** vindt het noodzakelijk dat de economie krimpt.In Buitenhof zei ze dat ""oneindige economische groei niet samengaat met een eindige planeet"".","600,600",L,1.0,L,,,,,L,,,
1853,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-163-PvdD,Environment,"Ze wil dat boeren bij die transitie financieel worden beschermd en ""dat veevoederbedrijven flink bijlappen"".**Ouwehand** herhaalde dat ze graag wil meeregeren, maar dat er dan echt een ""groene koerswijziging"" moet komen.Volgens haar is politieke moed het belangrijkste criterium voor het vormen van een coalitie en moet het niet blijven bij het op papier zetten van ambities.","611,611",L,1.0,L,,L,,,,,,
1854,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-176-BBB,Agriculture,"""Daar moet zeker wat gebeuren, maar ik ga nog met Pieter praten.""Van der **Plas** beloofde de boeren dat ze voor hen zal strijden.10:29","653,653,653",R,1.0,R,,,R,,R,,,
1855,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-193-GL/PvdA,Environment,"Dit was een uniek moment.""De **GroenLinks-PvdA-voorman** voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.","622,622",N,1.0,,,,N,,,N,,
1856,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-194-D66,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van **D66-lijsttrekker** en demissionair minister **Jetten**.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":","611,611",N,1.0,N,,N,,,,,,
1857,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-194-GL/PvdA,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.**Timmermans** leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":","670,599,599,599",L,0.5,R,,L,,,N,,L,
1858,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-194-Overig,Environment,"De GroenLinks-PvdA-voorman voegde eraan toe dat hij de afgelopen twee maanden in Nederland ook al met veel mensen heeft gepraat.Timmermans leverde verder scherpe kritiek op het klimaatbeleid van **D66-lijsttrekker** en demissionair **minister** Jetten.Volgens Timmermans maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":","611,611",N,1.0,N,,N,,,,,,
1859,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-195-D66,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens Timmermans maakt **Jetten** deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""","611,611",N,1.0,N,,N,,,,,,
1860,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-195-GL/PvdA,Environment,"Timmermans leverde verder scherpe kritiek op het klimaatbeleid van D66-lijsttrekker en demissionair minister Jetten.Volgens **Timmermans** maakt Jetten deel uit van een kabinet dat op dit gebied ""niets heeft gedaan"":""We staan in Nederland al duizend dagen stil.""","611,611",L,1.0,L,,L,,,,,,
1861,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-197-GL/PvdA,CivilRights,"""We staan in Nederland al duizend dagen stil.""De omstreden leus 'From the river to the sea, Palestina will be free', die door sommigen als antisemitisch wordt gezien, vindt de **GroenLinks-PvdA-voorman** ""politiek totaal ontoelaatbaar"".Of de leus ook verboden wordt, moet volgens hem door de rechter worden getoetst.","513,513",N,1.0,,,,N,N,,,,
1862,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-229-CU,CivilRights,"Oud-VVD-leider Rutte voerde ook campagne, ook al staat zijn naam niet meer op het stembiljet.Lijsttrekkers Stoffer (SGP) en **Bikker** (**ChristenUnie**) liepen in Den Haag mee met anti-abortusbetogers, in de jaarlijkse Mars voor het Leven.D66-leider Jetten was ook naar Den Haag gekomen, maar dan om vrouwen te steunen die voor het recht op abortus betoogden.","513,513",R,1.0,,,,R,R,,,,
1863,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-229-SGP,CivilRights,"Oud-VVD-leider Rutte voerde ook campagne, ook al staat zijn naam niet meer op het stembiljet.Lijsttrekkers **Stoffer** (**SGP**) en Bikker (ChristenUnie) liepen in Den Haag mee met anti-abortusbetogers, in de jaarlijkse Mars voor het Leven.D66-leider Jetten was ook naar Den Haag gekomen, maar dan om vrouwen te steunen die voor het recht op abortus betoogden.","527,527",R,1.0,R,R,,,,,,,
