unit_id,job_id,coder,status,issue position,conflict,succes en falen
1ed36301b8682cdfbdc981c600b0d4dc65ddd8927d15351f8bbc871e-2-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1ede22ff80cbdd88842908e5c422904cf7f4d719f9932803dcee232c-1-FvD,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
1f0a9c3307308981f151cfbbbeb0f1818e85c93d14f418fe19adf826-5-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1f781c35faf706087da6ddf02b387efa0f32bf5cab71c0d6ddfcb30f-3-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
1fc1712d6d61b3b14611a537204be28aa1efbfd554bf1dfe72234848-15-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
1fcea68ecd98cba4c583891078cb8bc41ddd9d87bce44b0b5909bcae-1-NSC,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
202327da2d4ccc89513d9f4ca7aae3a1a415004e40898fefa83b9f74-6-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
20b68ffb43d3459dc55b75d1ed654a697a60196d4e473026bb30b1d4-31-CDA,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2110f8241acb23516257de954fb40e679b5e25804d218e8c6b2f5219-9-GL/PvdA,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
217a4e4ee787ffbee55bb03e199ddaa2bf2cafb30ef3654cde23f8f0-19-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
218f09a49626d0dd8e4cee3320e44d5a38f3b867228b6aa580151087-45-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
21959f9f346b1656c352e1526d3372596a69a07db90e7d0d17095b57-10-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
21992ef48b7338c77144f113fd55cb441a4156a3165833ce33649227-8-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
22b70420cb81bb10a7bc429023d4944c4b60416538f32394fcd69ac8-3-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
22c5f90b2da6f7fddf9e5f41c07f0395478a960b0d637825e568a013-2-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
22ecedcff49705dadbb122e290080d0fd178d211389caca22eaf5435-3-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
236bafb5ede2d53b4969efb4de49472cb02f87024538d4f210d225a3-1-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
23898bf58d35f95f438910fd86ff9bdc2a47052f6a3c235299d3f894-32-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
23e8bef3c7d4ece0b1792636265376b4fd8d8dfa89197a45635c7107-24-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2486bbff4f939954a9685414f0177fe3e2bd211131f938f0c6d63fcb-2-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
24a4863051d797640e037253a74e82753c3c930a858c7c56c2caa031-2-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
24dfbcb7e8ddc64cebabbb83b2581ae789fbf86341eeeef93faba39a-35-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
24f725857b52f879493c6fcd75915f16b9a3a2ca46e14e3ca96d9921-5-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
2593100831e7d11575dab61ada6a0cefe88bdea93a642b7bd29b527c-5-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
25f946f1c013e55ebdeadea1228648f579415e0df51e0d86a4385c3c-5-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
264f4920c593342792071f423afbcd6d8e62b5a580f7860449a8ab27-1-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
265c9b8d1cedf5d3844f078d3de0f48ff69d0da922d2c0e91975fbba-1-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
268b44f9e2a96f3c7b8ecc9ba2da8b6e2350596aee2e28adabe14064-1-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
26b10205f01cfd5bd93986a755cb9690de462c8631d20e20d6899564-11-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
26c26f053329eba63ea999020e2974198d372c514c9e2c29b7770815-13-D66,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
26dc46e8512e64fdcd8eff841c308258667715865b5a8c28aa282a9d-12-Volt,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
26f8101e9f68915c7b5598fd42a70c980c11b9ec1266727fb3da4d50-1-NSC,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2723ff9aafef43738807e0beba18e3f561a6a3f05457e105f5090766-3-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2737ef14b43e1bb6c49a392cd573561d4b32f5b98d88db77a1d35394-7-PvdD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
278d3faa6d0396de000640aba5b45bfc878cb9d5715277262b116dbf-2-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
284950d6d5aa5c77aa1a3ad6415c50e3892494d98d3253516ae16c9c-3-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
28f9ee8e7d58bd3e2f652f5179a7614b44a2eb8e8d9a5251030325a4-41-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
29077da55a51c3b08d503d42a1bc2e60190667489bca091ada203d98-2-PvdD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
2911bcaed61ed3b98ae2826ccc49fb7006ee953a209111cab005c985-4-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
296987338a19863c753fcda65b4369c7e9451f66803f9355d3c7617e-19-GL/PvdA,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2999883b857a62a816c88acf35665cd903ce4c896b49b4c922aecb2b-3-VVD,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
29a44da102dbca1296be932daffa33ebe64d7e07ec09439506952b2b-2-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
29aee02381d963ef5629505fdb33d78346d6557ff088094e14542d8c-24-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
29c5c3a0f92c2d3db6e8c1dd290800838d056d15934b5bf56e4a5349-33-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
29f71963607844993a9e4f866eb26340795cd087dc5ba65040709a42-41-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2a01ae8ee49c74f5b8363a61944bf4f27172c4e708d11d8e842e0dbc-2-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
2a1a48140f9f7c0a2994a09b0db1af1abfd269cf344244504d93be5c-13-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2a3c0c1d5cb7038ce6fd7fcb656bf69a3abdafd8a317efb62977c6ec-1-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
2a7134b9ea864d1dcf0ba1c163f728a1cacf086168edebc2e1f50327-3-FvD,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2a9045ed15ac8141a6ad3e1441e908ea6e1f318c6dcae09495bd0d2a-5-D66,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2ab53bf8240ba4f068c1fd1097d3c31ebfef6a23654c440ab9b2c6c6-4-BBB,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2ac320b5e60f1c4a16ab777cef898f8134aa42833cd723bfc2648955-2-PvdD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
2b44631456a3b8682d4eb2035066c7c04451ba13c4df2cd0f5475733-1-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
2b4989bf08449068e21902c670934c5fa5af115ae38c759cc665cdcb-43-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
2b91d2627f8179ac29fc9b7c055cf30fd8f95deaa49f9f1015766609-23-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
2bcd7ab50fc60db4c39707acc421e1758ab8033faca8e23e2d985154-1-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2beed05548aa23dcb0154c278e808f356e1f61c7111970bdde5e9686-1-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2c35bfbdd2a03e03b9b8045ab65db6dd67c57b7068b51f79e48ebd0b-4-Overig,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2c72896c4c2211ae5e63d933100a57d4cbac1541dbd415d07402e0b2-2-CU,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2c77ea91eab4f6ce38c64cefd9605379d3f885d8a9662a770dfcce10-2-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
2cd427ff0d653f23027f6bee4a199bc94c2c427738531f75d6347154-2-VVD,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2da5ac3a793d3b60b6d15f52ba979a7007e56697ab2b9106312e34a3-1-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2def510fa3389deed3eb595eab85963aa322a1f9f48788d9d138131b-3-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2df3d051906ed4533708a199614e5b7adfdbdcb08e882e0e363aad67-1-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2e091f75e2d4c5b95a1f2ad1fa7610a7f4c363b2315e706258bac522-44-SGP,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2e116ca193b87c9eb6fff899fad27c74601a449dadad1795c61202e1-2-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2e3cb7cea9e5bd1720725dbed1f41c797eef41b495200251ec621b42-32-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
2e441dc61710158ae94f797d64a04d3f716e7cec0b305da51755fba6-13-SP,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2e659116555e7c04739ffe8c27c3bb569555a7e3a9545311b15036e1-2-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
2e88829f92a1230a85fc4ee1f028492a5522ff4c10b4ce20de6cfb1b-1-PvdD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2e9e175ebf9087eacddb76147f88257986affeedec224469c9b3be55-2-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
2ee78c944041db7cc217cb9e827501b9b88d19a9b446e1bc1593d2a9-1-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
2fc4fb30d17be12ccef5876ebd37ceb9dd97e4a3dfd57e370e88b321-1-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3052e3cdd0d047ff83794b8db5f6fd048ce9f7672bd128794d49058b-67-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
307b28cf9b48f4f813594c807080d070e9ec20454c9e9c636e049363-2-PVV,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
30e2b7f26e01962ce3034b339f1a0bcafce09fb1458a283a9ea46e55-1-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
30ff7d1e099b7348dea3e8cc052427b258b70090f864da779235c585-1-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
310375d5f7fa262187d41770d0864579423a17a1c9fcfc166e0b5b3b-3-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3104c6639e9aa82acad0863023245ac1a5b907ba3cc6b6dbc7402cdb-10-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3179dccf9d03f6a64c45aaea4dafd39bbe143dc5d878833ce9bafb82-4-GL/PvdA,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
31e79a6e24be361bc08536e6e6a0f7ea1e2f45cf5f7c2cc338c20932-1-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
31f6c243cf35537ab268e0f086a6c56ac9e5c26f85d12eb7de75d464-12-Volt,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
324c2ba45b753fa3241c23d24bf3bec6ec5ff781aa8be647272c1b85-2-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
328e5a71522fb860e8a40c5ef7385c403a58ab987fa1623d13f0429b-1-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
329daa1773ef036c6015ada86c629b95128b8642b57747ac4241c25b-1-D66,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
32aa068182db39de20fe166ee9d16f1563d17e2fff407e9dbd98469e-5-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
32b7f9c2183c982ad6241012eb4fa198ca648595da160816be247d00-44-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
32bb5444a2f39a9230b246423f8ae142954327867303f152f7f04695-2-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
32f38cdef8ffe8acbbe8850903dd3cf92c288b8698daa431d2e1adb8-8-GL/PvdA,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3322d90e7c1d90499ffc240432e87e7214cd5c207a8ca26158da8e5b-3-GL/PvdA,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
33252be5b58974e97b43cf76a28073efae6dfdf1f05a886f5cdd7692-6-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
33531e1fe8f930f3bfd684f6d51d20e8efcd58662861811e6e142988-1-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3379a902fc3e048933ff471b5e810a6e515c51b25cb89632a44436f9-3-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
338056fc4d2dd9d5dc152104ffd1d0e87699ccdd68cde2f4c6d13598-13-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
34391ae32b31801be10c811ae5f76429c51ed64773b4d29f9c180aa3-2-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3460c5e5f98070aa33cb63bd3021cdc9e230f4a17708f64b108da2a8-4-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
34d5724f42fab47b566dd538c8d380cee136a124022c99a17f900449-2-NSC,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
34e1d924bc1f8c5b5909cbe71601521af2b05cbe4d52a3b1d734b4f3-14-CU,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
35121c971a60b8c87c4e3cc418b35840e7c2853cc749a60eb5a6fa1d-2-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
35292a299aa074b755a04c1a99f8e7319cf44223aaf35f09d8594ab7-17-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
35c8fbced09236c873a7fd730069d8d8ad6750ebc57e54fc7d047495-1-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
35f9ca58f4f62edfe2414f3d4b1ce57990abcaacf9585018df2f0ced-3-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3604e2fb24936287c173355403f05fa4a6050f76258fefed6791fe8d-2-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
361cc57fc13d1dad4144b5e76529ac166edeea6153ca94aa4bd6a690-9-PVV,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
36315804e5e29b22ae29048910cb2f9bd16fa0486317de0ad4de33c8-5-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
364d277efde231a41165f7fba32cc887a4bc85511b05c08b7c3d0a50-3-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
366dee28d46804c6842562595c58279a47b14ce24b5e49ea6b51cd05-3-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
36768b0e6284c04e3e4ac2d8d8c30037f3886e7a9888213bcc30ad3e-35-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
371c1dd15a60fcb15e61944af0f71abd2a43ba69c7664a2cbae92ac6-10-FvD,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
379e30a7fa3297356a0863c8f76b66e16be4ee373d36d940f430f5be-2-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
37ac044cd72f9712bc97515f3e627917a9e60ccb80fabe6bf1ec10da-5-NSC,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
37ae25079118991b9619af06dd82415b964910f72e89363818f31b25-16-BBB,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
37dbd412f86c23a17a72094c581b61e80721b16f4f2381908b9f4289-3-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
382485877a0d9ef01e52f1026bd06f008c9dd32277f992eda62321fe-1-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
383c5db48942de52e5e73b1c65e3f99b0d82d2fecc62926f85be4835-1-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3861b640220122163756059acd0253fcdd6037c6e00c6bbb81c2e86c-3-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3876e9db368ec58281412faf4eed9ca4d9206dcb38bf8a1214f86006-4-D66,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
387b3999b5eff94ebd9cc0df565ca272f5d3c6da3aa8395471547c91-4-SP,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
388a0638e8bc6cc290bcc0d3ff13b15bb4fc7927080756d2982e1bf8-2-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3896c4f8bd411afbd718e07b656613685b468215df9c621066887ee3-59-Volt,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3915bed6f0eb91d17e8057789a1db0b9dcdfe5285bc601465b456b76-1-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
392576f44f4ae5151aa9e631b2aacb099a3919eeb5515daebdd9b52c-2-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
398e13ce7913bfd786dccef2e152886eee30823e9298a1fcdc618a4f-27-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
39d1d680eca0ce00e2e34936b6e9b6341759a4e82f300541061dd759-5-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
39f9401f9eaae914f6b372be9d3a7c1000ec3cc30639eec4ee0578af-18-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3a144561344d4edf2d4690ed8feb710981e1542ef2fc3306136a0f11-13-BBB,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3a54b53731fb93e3095ed1bbe23d41de682d8454d994acf2b51aa277-4-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
3a65cb6d88b8abeac4ce1815ce208b0405c0924bd17779b1f6850435-2-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3a7f73ced4fff6e28018e6a8057d3222e8a555371474ef2441fc4748-1-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3a8acbe107b4914b2cf67ef2c477723e75085bf8e9325996a4512e1a-10-SGP,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3a920fffe0877bf35ff7cb93b74a7740f8e4f3ccb169e0138300008e-4-PVV,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3aee538ec40402010c984a0d48f5bb5f11c36ebdf65593073ed1c34e-22-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
3af6146441df72b050f801046f8c4569919a792c51f089c158932864-25-Overig,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3b0a7e0e37a91f9b4478e2393711d61e74efb1aa1c6ae2bb629eb42d-16-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
3b2b8ad3f705684d74d7243660f1a38afa508854d6c9416de4dae6cb-4-PVV,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-1-NSC,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-11-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3bddb898ec3252e9dc2d00c8036de1dcd15223d24bddf355cbfdd8e6-3-Overig,235,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3ce595f3e79092b3ad193878ab0d3a7dc24a9affeafe8384c1cccc9c-163-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-2-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-11-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Ja
3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-1-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3d0d582735ea7dff0ff71e99fc85430d10790ac804e9daab6612cbde-5-FvD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-7-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-12-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-20-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3ddc313cfde51598a60e7b754bed158252e892e0aa97a80895496bb1-175-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3dfd13936e23aeb566780a8a1ae0b274e9eef7f58004b15e011b28fa-2-D66,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3e3b624c9015bbf64ec60991af47b8bfa97f58129e69e1436e51a958-15-BBB,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3e3cbc3f7b93a801c2173062b0c7c575aa507cd6ebd60b27ab65d43e-2-CDA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3e6df0b403953c0e6a984e2c39502af0b0477bfdc7f09ca94c8bf3a6-5-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3e7a61003e736d8b85008a07b3408eab41fd63385e2852caa79351ff-3-NSC,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Ja
3ea2a876fdc128a6b1832ed5bb5bba11e3d6ba1452d1e8105e925fe0-1-JA21,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3eb64782afd98a1a6d3b6893cb362ad6db04bb8940f3e51e0cfaab00-1-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3ed1cc88047ebd54890a4720f325f180095cc9727f1b17b85d056e6e-18-BBB,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3ed8d9d1a609f6f5b36a0610844dcd4460f5a5a9c72dd05ed9ea507a-6-VVD,237,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3f229ec22e682572346a5eabbdae272aa5a64e709c352bb09d20d1f1-1-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Ja,Nee
3f3cdc51420ae040cc5f66fdc91b9ba66376c4648116ad564a94e4b1-7-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3f62fd40de495f3be14942aec27072e0bde6c9bfbfa72dbe47654add-33-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
3f6620d9662b7a8a037dbe56a63486913610015db6ed5d0974e54185-2-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
3f95b1d8ccfddd8d092029d7fae16a6acc8d2093ebbbcdd0f1446848-4-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Ja
3fda05499e9c333f7c141feb841b63558d458e161dbd7349a2171e7f-8-Overig,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
3ff5cf7cb2bcd8c4fcb9745da6e69856fcc0a2990c33ab2c9f03da47-17-VVD,235,nelruigrok@nieuwsmonitor.org,DONE,Nee,Ja,Nee
403acc4888a65bcee0c4b8bbbc6cde5dc9de618bd0fda686543bddba-5-GL/PvdA,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
407dea3543bc8bc72dbd4ce26be6e7f11dbb442160eaefdb315f827c-13-VVD,236,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
40a92fb40fd7ba51fc04459c4ebaccb04dac7ee93844b1c7b5e73879-18-Overig,237,nelruigrok@nieuwsmonitor.org,DONE,Nee,Nee,Nee
40d13b2d8489844aa29e006d8b5069e2bb2b8ea9b3c36b2ad4467d7e-2-D66,236,nelruigrok@nieuwsmonitor.org,DONE,Ja,Nee,Nee
