unit_id,gold,gpt_response,gpt_rank,gpt_token,gpt_logprob
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,1,Labor,-4.7586637
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,2,Code,-10.883663
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,3,**,-11.383663
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,4,Issue,-12.008663
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,5,Lab,-12.258663
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,6,The,-12.508663
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,7,None,-13.758663
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,8, Social,-13.883663
927d567ba08e80067695b91f30a12ad14373ad1fd43235b7bd787677-34-Overig,Sociale zekerheid,Social,9,"
",-14.008663
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,0,None,-9.770221e-05
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,1,Environment,-10.000097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,2,Culture,-10.000097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,3, None,-12.625097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,4,**,-13.000097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,5,Campaign,-14.625097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,6,Government,-15.375097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,7,Business,-16.250097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,8,(None,-16.375097
48e7c0bf404526d4b77b38cf974cfc74476b205a95f7ad244092fa84-1-Overig,Geen onderwerp,None,9,_None,-16.375097
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,0,Environment,-3.5716304e-05
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,1,**,-10.375035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,2, Environment,-13.750035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,3,Code,-14.125035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,4,Energy,-14.125035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,5,Climate,-14.125035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,6,Environmental,-14.875035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,7,The,-15.250035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,8,Defense,-15.875035
65a02cd8f6bc3283869cebe4bffb93b24e58e7d4f2fb524f1e7d3f45-49-Overig,Energie,Environment,9,"
",-16.250036
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,0,EU,-0.0006981385
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,1,Defense,-7.625698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,2,Foreign,-8.500698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,3,**,-13.250698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,4, EU,-13.250698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,5,Europe,-13.625698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,6,None,-14.250698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,7,European,-14.750698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,8,Code,-14.875698
339cb00b0bd434455498100ea751b4eed3072328fd6f72c61755ecad-3-Overig,Europese Unie,EU,9,Order,-15.000698
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,0,None,-0.35376462
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,1,Government,-1.3537647
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,2,EU,-3.3537645
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,3,Defense,-5.4787645
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,4,European,-8.478765
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,5,Order,-8.853765
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,6,Foreign,-9.853765
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,7,Govern,-9.978765
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,8,Europe,-10.853765
37057f4e0f97b92e8683c94fe5069aa5fc3160cb2b1178a25b2cf495-5-VVD,Geen onderwerp,None,9,Business,-10.978765
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,0,Order,-0.0019416073
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,1,None,-6.2519417
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,2,Integration,-12.626942
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,3,Law,-12.751942
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,4,Defense,-13.251942
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,5,Safety,-13.376942
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,6,Rights,-13.876942
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,7, Order,-14.251942
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,8,Government,-14.376942
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17-VVD,Burgerrechten,Order,9,Security,-14.751942
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,0,Environment,-0.00011880126
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,1,Energy,-9.250119
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,2,Defense,-10.875119
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,3,**,-12.875119
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,4,Infrastructure,-14.750119
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,5, Environment,-15.125119
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,6,Environmental,-15.500119
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,7,None,-16.750118
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,8,"
",-16.875118
8568d66bda079e2008d2ba8381d3cf99d4611504afa403919a4f417e-7-Overig,Energie,Environment,9,The,-17.125118
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,0,Rights,-8.947716e-05
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,1,Order,-9.87509
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,2,None,-10.87509
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,3,**,-11.00009
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,4,Right,-14.00009
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,5, Rights,-14.00009
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,6,Culture,-15.25009
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,7,Social,-15.37509
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,8,Civil,-16.25009
8b71c91d492cc4a7f6b7a0a733ea0f32cab23692db878441c18a393a-4-VVD,Burgerrechten,Rights,9,"
",-17.75009
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,0,Order,-2.8160932e-06
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,1,**,-13.375003
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,2,Defense,-13.875003
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,3,Code,-16.125002
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,4, Order,-16.125002
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,5,Law,-17.250002
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,6,"
",-17.875002
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,7,The,-18.125002
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,8,```,-18.625002
92a005a596ffa593ce1d787c45e92b33b1b66fa06d6be1eccf607fbb-2-VVD,Criminaliteits bestrijding,Order,9,Oder,-18.750002
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,0,Social,-0.10807321
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,1,Environment,-2.4830732
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,2,None,-3.9830732
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,3,Health,-8.733073
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,4,Order,-9.608073
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,5,Budget,-10.483073
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,6,Environmental,-10.983073
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,7,Climate,-11.358073
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,8,Labor,-11.608073
27ba51a11b44a9f3840663e4ebf89d8c8f73acfb9689003ed9c193da-3-NSC,Sociale zekerheid,Social,9,Defense,-12.233073
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,0,Social,-0.00047094907
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,1,Health,-8.000471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,2,Code,-9.375471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,3,**,-10.125471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,4,Labor,-12.250471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,5,Issue,-12.875471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,6,Housing,-14.500471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,7,###,-14.500471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,8, Social,-14.750471
a312e2a9cffb4180c3235439d91ecdd20714ec1b02c1e2fa062feb94-2-PVV,Sociale zekerheid,Social,9,The,-14.875471
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,0,Order,-0.14293072
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,1,Labor,-2.0179307
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,2,Social,-8.642931
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,3,Defense,-9.642931
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,4,Lab,-12.142931
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,5,**,-13.267931
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,6, Order,-13.392931
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,7, Labor,-13.392931
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,8,None,-13.892931
65eeaddaf293fed4091bad07fef879920b7f21b94a90c13a9a9adf7f-7-VVD,Criminaliteits bestrijding,Order,9,Work,-14.017931
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,0,Infrastructure,-0.0032488892
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,1,Defense,-6.2532487
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,2,None,-8.003249
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,3,Integration,-8.253249
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,4,Business,-8.628249
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,5,Environment,-9.003249
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,6,EU,-9.003249
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,7,**,-9.128249
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,8,Code,-9.753249
4f8175b1bf7eab73a40501f4842ccc468e1c99ec8c295f4eedbc2b7d-3-Overig,Investeren in wegen en ov,Infrastructure,9,Foreign,-10.628249
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,0,Rights,-3.9650025e-05
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,1,**,-10.25004
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,2,Health,-13.12504
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,3,None,-14.50004
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,4, Rights,-14.50004
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,5,Right,-14.62504
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,6,Code,-15.00004
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,7,The,-15.62504
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,8,```,-16.62504
84fb451e0ec9a82ca8cd6c3de8b616d841e3d07712e84e650cb65463-2-D66,Burgerrechten,Rights,9,Order,-17.62504
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,0,Environment,-0.38078663
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,1,Agr,-1.3807867
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,2,None,-3.3807867
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,3,Culture,-3.6307867
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,4,Animal,-5.8807864
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,5,Animals,-7.0057864
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,6,Government,-7.7557864
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,7,Defense,-8.255787
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,8,Rights,-8.255787
19e195530a5566647c50aeae303cf720c1c93909fa886356e974dfcf-4-Overig,Natuur en Klimaat,Environment,9,Infrastructure,-10.380787
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,0,Order,-6.992776e-05
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,1,Government,-9.87507
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,2,None,-11.37507
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,3,Defense,-12.62507
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,4,Rights,-13.62507
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,5,Law,-13.75007
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,6, Order,-14.25007
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,7,**,-14.75007
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,8,Justice,-16.62507
8b1bdadbc39c2822591c774dc0c7792d3271c753e53ac04273f622de-11-Overig,Criminaliteits bestrijding,Order,9,Code,-16.75007
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,0,Integration,-0.0002883914
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,1,Code,-8.500288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,2,**,-9.500288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,3,Issue,-11.750288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,4, Integration,-13.875288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,5,```,-14.625288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,6,Answer,-15.625288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,7,The,-15.750288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,8,"
",-16.000288
103296fbf16672835dc05d3d8b5e47371811d85fd117b80503d3d477-18-GL/PvdA,Immigratie,Integration,9,﻿,-16.375288
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,0,None,-0.9136916
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,1,Housing,-1.0386915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,2,Government,-1.4136915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,3,Infrastructure,-6.7886915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,4,Integration,-8.4136915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,5,Environment,-8.7886915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,6,Social,-9.5386915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,7,Govern,-9.7886915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,8,Order,-10.1636915
42d741ee5d63de827ec1eb1df706d798c3614f33609e10ba36a5401d-10-GL/PvdA,Geen onderwerp,None,9,Business,-10.5386915
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,0,Housing,-1.147242e-06
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,1, Housing,-14.250001
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,2,**,-14.875001
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,3,None,-16.250002
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,4,The,-17.625002
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,5,House,-18.250002
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,6,"
",-18.625002
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,7,Code,-18.875002
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,8,H,-19.000002
94715ea24f2cf8f1cd495a51348dd134839fda44a36139a945f9b602-2-Overig,Woningbouw,Housing,9,housing,-19.250002
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,0,Social,-0.00038598618
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,1,Labor,-7.8753858
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,2,None,-12.750386
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,3,Lab,-14.500386
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,4,Budget,-14.500386
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,5,Government,-14.750386
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,6, Social,-15.000386
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,7,**,-15.000386
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,8,Health,-15.125386
6e05209a3d58fba5d2e931737a924f8d51c4e36da91e3fe548a2b9af-2-NSC,Sociale zekerheid,Social,9,Rights,-15.375386
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,Sociale zekerheid,Social,0,Social,-5.276243e-05
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,Sociale zekerheid,Social,1,Health,-10.500052
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,Sociale zekerheid,Social,2,Housing,-11.375052
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,Sociale zekerheid,Social,3,**,-11.875052
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,Sociale zekerheid,Social,4,Code,-12.250052
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,Sociale zekerheid,Social,5,Labor,-14.375052
2f6b7cbfffada7adf74a67d013316fe1bbcddaa68327da84364f3bb8-2-PVV,Sociale zekerheid,Social,6,Issue,-14.625052
