unit_id,doc_id,actor,sentence_id,start,end,text,text_hl,before,after
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::350::burgers,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,burgers,3,350,356,De bevriezing moet worden bekostigd met een versobering van een belastingvoordeel voor eexpats.,De bevriezing moet worden bekostigd met een versobering van een belastingvoordeel voor e**expats.**,"Een meerderheid stemde donderdagnacht voor een motie om de rente volgend jaar te bevriezen voor de zogeheten 'pechgeneratie', de studenten die onder het leenstelsel vielen.","Eerder deze maand maakte de Dienst Uitvoering Onderwijs (DUO) bekend dat de rente op de studielening volgend jaar stijgt van 0,46 naar 2,56 procent, meer dan een vervijfvoudiging."
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::386::overheidsinstanties,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,overheidsinstanties,4,386,418,"Eerder deze maand maakte de DDienst Uitvoering Onderwijs (DUO) bekend dat de rente op de studielening volgend jaar stijgt van 0,46 naar 2,56 procent, meer dan een vervijfvoudiging.","Eerder deze maand maakte de D**Dienst Uitvoering Onderwijs (DUO)** bekend dat de rente op de studielening volgend jaar stijgt van 0,46 naar 2,56 procent, meer dan een vervijfvoudiging.",De bevriezing moet worden bekostigd met een versobering van een belastingvoordeel voor expats.,"De rente voor mbo-studenten stijgt van 1,78 naar 2,95 procent."
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::552::burgers,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,burgers,5,552,565,"De rente voor mmbo-studenten stijgt van 1,78 naar 2,95 procent.","De rente voor m**mbo-studenten **stijgt van 1,78 naar 2,95 procent.","Eerder deze maand maakte de Dienst Uitvoering Onderwijs (DUO) bekend dat de rente op de studielening volgend jaar stijgt van 0,46 naar 2,56 procent, meer dan een vervijfvoudiging.","Dat maakt de lening voor (voormalig) studenten die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder studenten."
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::627::burgers,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,burgers,6,627,647,"Dat maakt de lening voor (vvoormalig) studenten die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder studenten.","Dat maakt de lening voor (v**voormalig) studenten **die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder studenten.","De rente voor mbo-studenten stijgt van 1,78 naar 2,95 procent.","Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid."
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::850::burgers,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,burgers,6,850,859,"Dat maakt de lening voor (voormalig) studenten die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder sstudenten.","Dat maakt de lening voor (voormalig) studenten die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder s**studenten.**","De rente voor mbo-studenten stijgt van 1,78 naar 2,95 procent.","Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid."
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::861::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,7,861,869,"PPartijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid.","P**Partijen **zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid.","Dat maakt de lening voor (voormalig) studenten die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder studenten.",De initiatiefnemers verzochten het kabinet om de rente voor alle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1115::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,7,1115,1158,"Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de KKamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid.","Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de K**Kamerleden Lisa Westerveld (GroenLinks-PvdA)** en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid.","Dat maakt de lening voor (voormalig) studenten die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder studenten.",De initiatiefnemers verzochten het kabinet om de rente voor alle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1163::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,7,1163,1199,"Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en SStieneke van der Graaf (ChristenUnie) een Kamermeerderheid.","Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en S**Stieneke van der Graaf (ChristenUnie)** een Kamermeerderheid.","Dat maakt de lening voor (voormalig) studenten die onder het leenstelsel vallen of vielen een stuk minder aantrekkelijk.De aankondiging dat de rente komend jaar van 0,46 naar 2,56 procent zou stijgen, leidde de afgelopen weken tot veel zorgen onder studenten.",De initiatiefnemers verzochten het kabinet om de rente voor alle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1226::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,8,1226,1242,De iinitiatiefnemers verzochten het kabinet om de rente voor alle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.,De i**initiatiefnemers **verzochten het kabinet om de rente voor alle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.,"Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid.",Ook een amendement over het financieren van de bevriezing werd aangenomen.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1258::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,8,1258,1265,De initiatiefnemers verzochten het kkabinet om de rente voor alle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.,De initiatiefnemers verzochten het k**kabinet **om de rente voor alle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.,"Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid.",Ook een amendement over het financieren van de bevriezing werd aangenomen.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1283::burgers,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,burgers,8,1283,1297,De initiatiefnemers verzochten het kabinet om de rente voor aalle studenten die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.,De initiatiefnemers verzochten het kabinet om de rente voor a**alle studenten **die onder het leenstelsel vielen komend jaar te bevriezen op het niveau van 2023.,"Partijen zochten deze week naarstig naar een manier om nog voor het verkiezingsreces, dat vrijdagochtend begon, te voorkomen dat de rente op de studieschuld komend jaar vervijfvoudigt.Bij de laatste stemmingen op donderdagnacht haalde een verzoek van de Kamerleden Lisa Westerveld (GroenLinks-PvdA) en Stieneke van der Graaf (ChristenUnie) een Kamermeerderheid.",Ook een amendement over het financieren van de bevriezing werd aangenomen.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1485::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,10,1485,1499,"Dit amendement, ingediend door PPieter Omtzigt, bepaalt dat de bevriezing moet worden betaald door de belastingvrijstelling voor expats te versoberen.","Dit amendement, ingediend door P**Pieter Omtzigt,** bepaalt dat de bevriezing moet worden betaald door de belastingvrijstelling voor expats te versoberen.",Ook een amendement over het financieren van de bevriezing werd aangenomen.,Hoogopgeleide arbeidsmigranten hoeven hun eerste vijf jaar in Nederland geen belasting te betalen over de eerste 30 procent van hun loon.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1582::burgers,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,burgers,10,1582,1588,"Dit amendement, ingediend door Pieter Omtzigt, bepaalt dat de bevriezing moet worden betaald door de belastingvrijstelling voor eexpats te versoberen.","Dit amendement, ingediend door Pieter Omtzigt, bepaalt dat de bevriezing moet worden betaald door de belastingvrijstelling voor e**expats **te versoberen.",Ook een amendement over het financieren van de bevriezing werd aangenomen.,Hoogopgeleide arbeidsmigranten hoeven hun eerste vijf jaar in Nederland geen belasting te betalen over de eerste 30 procent van hun loon.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1604::burgers,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,burgers,11,1604,1634,HHoogopgeleide arbeidsmigranten hoeven hun eerste vijf jaar in Nederland geen belasting te betalen over de eerste 30 procent van hun loon.,H**Hoogopgeleide arbeidsmigranten **hoeven hun eerste vijf jaar in Nederland geen belasting te betalen over de eerste 30 procent van hun loon.,"Dit amendement, ingediend door Pieter Omtzigt, bepaalt dat de bevriezing moet worden betaald door de belastingvrijstelling voor expats te versoberen.",In het voorstel van Omtzigt wordt dat beperkt naar hoogstens twintig maanden.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1666::landen,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,landen,11,1666,1675,Hoogopgeleide arbeidsmigranten hoeven hun eerste vijf jaar in NNederland geen belasting te betalen over de eerste 30 procent van hun loon.,Hoogopgeleide arbeidsmigranten hoeven hun eerste vijf jaar in N**Nederland **geen belasting te betalen over de eerste 30 procent van hun loon.,"Dit amendement, ingediend door Pieter Omtzigt, bepaalt dat de bevriezing moet worden betaald door de belastingvrijstelling voor expats te versoberen.",In het voorstel van Omtzigt wordt dat beperkt naar hoogstens twintig maanden.
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::1762::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,12,1762,1769,In het voorstel van OOmtzigt wordt dat beperkt naar hoogstens twintig maanden.,In het voorstel van O**Omtzigt **wordt dat beperkt naar hoogstens twintig maanden.,Hoogopgeleide arbeidsmigranten hoeven hun eerste vijf jaar in Nederland geen belasting te betalen over de eerste 30 procent van hun loon.,"Daarna wordt het belastingvoordeel afgebouwd, met eerst een vrijstelling voor 20 procent van het loon naar uiteindelijk 10 procent."
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::2010::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,14,2010,2027,"Dit zou vanaf 2029 jaarlijks zo'n 200 miljoen euro moeten oopleveren.Omtzigt stemde zelf tegen de motie, omdat hij niet zeker wist of het bevriezen van de rente bekostigd kan worden met de versobering.","Dit zou vanaf 2029 jaarlijks zo'n 200 miljoen euro moeten o**opleveren.Omtzigt **stemde zelf tegen de motie, omdat hij niet zeker wist of het bevriezen van de rente bekostigd kan worden met de versobering.","Daarna wordt het belastingvoordeel afgebouwd, met eerst een vrijstelling voor 20 procent van het loon naar uiteindelijk 10 procent.","'Ik zeg het maar eerlijk: er zit gewoon niet genoeg geld in', zei Omtzigt zelf."
1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f::2219::politiek,1e0ae82e73a23c75e5e397dffc0d991c5c6af4de8607985301cd636f,politiek,15,2219,2226,"'Ik zeg het maar eerlijk: er zit gewoon niet genoeg geld in', zei OOmtzigt zelf.","'Ik zeg het maar eerlijk: er zit gewoon niet genoeg geld in', zei O**Omtzigt **zelf.","Dit zou vanaf 2029 jaarlijks zo'n 200 miljoen euro moeten opleveren.Omtzigt stemde zelf tegen de motie, omdat hij niet zeker wist of het bevriezen van de rente bekostigd kan worden met de versobering.",NA
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::9::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,1,9,12,Campagne  D66 zit krap bij kas in de huidige verkiezingscampagne.,Campagne  **D66** zit krap bij kas in de huidige verkiezingscampagne.,NA,Een poging om twee ton los te weken bij jongerenafdeling JD mislukte.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::105::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,2,105,124,Een poging om twee ton los te weken bij  jongerenafdeling JD mislukte.,Een poging om twee ton los te weken bij  **jongerenafdeling JD** mislukte.,Campagne D66 zit krap bij kas in de huidige verkiezingscampagne.,"Nu draait de partij de subsidiekraan dicht.,Het bestuur van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen."
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::148::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,3,148,154,"Nu draait de  partij de subsidiekraan dicht.,Het bestuur van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.","Nu draait de  **partij** de subsidiekraan dicht.,Het bestuur van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.",Een poging om twee ton los te weken bij jongerenafdeling JD mislukte.,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren."
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::183::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,3,183,190,"Nu draait de partij de subsidiekraan dicht.,Het  bestuur van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.","Nu draait de partij de subsidiekraan dicht.,Het  **bestuur** van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.",Een poging om twee ton los te weken bij jongerenafdeling JD mislukte.,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren."
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::195::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,3,195,198,"Nu draait de partij de subsidiekraan dicht.,Het bestuur van  D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.","Nu draait de partij de subsidiekraan dicht.,Het bestuur van  **D66** heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.",Een poging om twee ton los te weken bij jongerenafdeling JD mislukte.,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren."
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::208::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,3,208,228,"Nu draait de partij de subsidiekraan dicht.,Het bestuur van D66 heeft de  Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.","Nu draait de partij de subsidiekraan dicht.,Het bestuur van D66 heeft de  **Jonge Democraten (JD**) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.",Een poging om twee ton los te weken bij jongerenafdeling JD mislukte.,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren."
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::332::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,4,332,335,"Toen de aan  D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren.","Toen de aan  **D66** gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren.","Nu draait de partij de subsidiekraan dicht.,Het bestuur van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.",Dat heeft JD-voorzitter Floris van der Valk dinsdag in een bericht aan de leden van de jongerenorganisatie geschreven.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::413::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,4,413,424,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het  D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren.","Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het  **D66-bestuur** 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren.","Nu draait de partij de subsidiekraan dicht.,Het bestuur van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.",Dat heeft JD-voorzitter Floris van der Valk dinsdag in een bericht aan de leden van de jongerenorganisatie geschreven.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::469::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,4,469,488,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de  jongerenorganisatie, niet uit te keren.","Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de  **jongerenorganisatie**, niet uit te keren.","Nu draait de partij de subsidiekraan dicht.,Het bestuur van D66 heeft de Jonge Democraten (JD) een bijdrage van 200.000 euro gevraagd voor de campagne voor de Tweede Kamerverkiezingen.",Dat heeft JD-voorzitter Floris van der Valk dinsdag in een bericht aan de leden van de jongerenorganisatie geschreven.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::519::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,5,519,552,Dat heeft  JD-voorzitter Floris van der Valk dinsdag in een bericht aan de leden van de jongerenorganisatie geschreven.,Dat heeft  **JD-voorzitter Floris van der Valk** dinsdag in een bericht aan de leden van de jongerenorganisatie geschreven.,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren.",Van der Valk schrijft dat D66 vanwege de onverwachte val van het kabinet „zelf niet voldoende campagnereserve [had] om in hun campagneuitgaven te voldoen”.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::583::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,5,583,615,Dat heeft JD-voorzitter Floris van der Valk dinsdag in een bericht aan de  leden van de jongerenorganisatie geschreven.,Dat heeft JD-voorzitter Floris van der Valk dinsdag in een bericht aan de  **leden van de jongerenorganisatie** geschreven.,"Toen de aan D66 gelieerde jongerenorganisatie dat bedrag weigerde over te maken, besloot het D66-bestuur 90.000 euro subsidie die bedoeld is voor de jongerenorganisatie, niet uit te keren.",Van der Valk schrijft dat D66 vanwege de onverwachte val van het kabinet „zelf niet voldoende campagnereserve [had] om in hun campagneuitgaven te voldoen”.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::693::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,6,693,700,Van der Valk schrijft dat D66 vanwege de onverwachte val van het  kabinet „zelf niet voldoende campagnereserve [had] om in hun campagneuitgaven te voldoen”.,Van der Valk schrijft dat D66 vanwege de onverwachte val van het  **kabinet** „zelf niet voldoende campagnereserve [had] om in hun campagneuitgaven te voldoen”.,Dat heeft JD-voorzitter Floris van der Valk dinsdag in een bericht aan de leden van de jongerenorganisatie geschreven.,Telefonisch was het bestuur van de jongerenclub niet bereikbaar voor een verdere toelichting.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::800::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,7,800,831,Telefonisch was  het bestuur van de jongerenclub niet bereikbaar voor een verdere toelichting.,Telefonisch was  **het bestuur van de jongerenclub** niet bereikbaar voor een verdere toelichting.,Van der Valk schrijft dat D66 vanwege de onverwachte val van het kabinet „zelf niet voldoende campagnereserve [had] om in hun campagneuitgaven te voldoen”.,Voorzitter Van der Valk stuurde alleen een schriftelijke verklaring.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::878::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,8,878,901,Voorzitter Van der Valk stuurde alleen een schriftelijke verklaring.,**Voorzitter Van der Valk** stuurde alleen een schriftelijke verklaring.,Telefonisch was het bestuur van de jongerenclub niet bereikbaar voor een verdere toelichting.,"Na „veel gesprekken”, waarbij Van der Valk „altijd het belang en de stabiliteit van de JD voorop [heeft] gesteld”, besloot het bestuur van de Jonge Democraten de 200.000 euro niet te verstrekken, schrijft Van der Valk in het bericht aan de leden."
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::977::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,9,977,989,"Na „veel gesprekken”, waarbij  Van der Valk „altijd het belang en de stabiliteit van de JD voorop [heeft] gesteld”, besloot het bestuur van de Jonge Democraten de 200.000 euro niet te verstrekken, schrijft Van der Valk in het bericht aan de leden.","Na „veel gesprekken”, waarbij  **Van der Valk** „altijd het belang en de stabiliteit van de JD voorop [heeft] gesteld”, besloot het bestuur van de Jonge Democraten de 200.000 euro niet te verstrekken, schrijft Van der Valk in het bericht aan de leden.",Voorzitter Van der Valk stuurde alleen een schriftelijke verklaring.,Het JD-bestuur kon niet akkoord gaan met de „door het landelijk bestuur gestelde voorwaarden”.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::1034::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,9,1034,1036,"Na „veel gesprekken”, waarbij Van der Valk „altijd het belang en de stabiliteit van de  JD voorop [heeft] gesteld”, besloot het bestuur van de Jonge Democraten de 200.000 euro niet te verstrekken, schrijft Van der Valk in het bericht aan de leden.","Na „veel gesprekken”, waarbij Van der Valk „altijd het belang en de stabiliteit van de  **JD** voorop [heeft] gesteld”, besloot het bestuur van de Jonge Democraten de 200.000 euro niet te verstrekken, schrijft Van der Valk in het bericht aan de leden.",Voorzitter Van der Valk stuurde alleen een schriftelijke verklaring.,Het JD-bestuur kon niet akkoord gaan met de „door het landelijk bestuur gestelde voorwaarden”.
1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec::1074::politiek,1e8aa828751110a41ec7291d9fdbc7b9f323b12dc38f34ee2ad0a5ec,politiek,9,1074,1081,"Na „veel gesprekken”, waarbij Van der Valk „altijd het belang en de stabiliteit van de JD voorop [heeft] gesteld”, besloot het  bestuur van de Jonge Democraten de 200.000 euro niet te verstrekken, schrijft Van der Valk in het bericht aan de leden.","Na „veel gesprekken”, waarbij Van der Valk „altijd het belang en de stabiliteit van de JD voorop [heeft] gesteld”, besloot het  **bestuur** van de Jonge Democraten de 200.000 euro niet te verstrekken, schrijft Van der Valk in het bericht aan de leden.",Voorzitter Van der Valk stuurde alleen een schriftelijke verklaring.,Het JD-bestuur kon niet akkoord gaan met de „door het landelijk bestuur gestelde voorwaarden”.
