jobid,unit_id,coder,variable,value,topic,stance
911,3ad01a4c4af53e8cd918bd8be7193c5b2de6d0ede7741a6b12a1a723-24-FvD,AM,stance,Geen/Ander/Neutraal,Government,N
911,3ad01a4c4af53e8cd918bd8be7193c5b2de6d0ede7741a6b12a1a723-24-FvD,NK,stance,Geen/Ander/Neutraal,Government,N
911,3ad01a4c4af53e8cd918bd8be7193c5b2de6d0ede7741a6b12a1a723-24-FvD,NR,stance,Behoud huidige stelsel,Government,R
911,3ad01a4c4af53e8cd918bd8be7193c5b2de6d0ede7741a6b12a1a723-24-FvD,SH,stance,Geen/Ander/Neutraal,Government,N
896,3aee538ec40402010c984a0d48f5bb5f11c36ebdf65593073ed1c34e-22-D66,KN,stance,Sterke EU en vrijhandel,EU,L
896,3aee538ec40402010c984a0d48f5bb5f11c36ebdf65593073ed1c34e-22-D66,NK,stance,Geen/Ander/Neutraal,EU,N
896,3aee538ec40402010c984a0d48f5bb5f11c36ebdf65593073ed1c34e-22-D66,NPR,stance,Geen/Ander/Neutraal,EU,N
896,3aee538ec40402010c984a0d48f5bb5f11c36ebdf65593073ed1c34e-22-D66,NR,stance,Sterke EU en vrijhandel,EU,L
638,3af6146441df72b050f801046f8c4569919a792c51f089c158932864-116-VVD,AM,stance,Geen/Ander/Neutraal,Economic,N
638,3af6146441df72b050f801046f8c4569919a792c51f089c158932864-116-VVD,NK,stance,Geen/Ander/Neutraal,Economic,N
711,3b0a7e0e37a91f9b4478e2393711d61e74efb1aa1c6ae2bb629eb42d-16-BBB,NK,stance,Geen/Ander/Neutraal,Agriculture,N
711,3b0a7e0e37a91f9b4478e2393711d61e74efb1aa1c6ae2bb629eb42d-16-BBB,NPR,stance,Geen/Ander/Neutraal,Agriculture,N
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-CDA,NK,stance,Geen/Ander/Neutraal,Economic,N
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-CDA,NPR,stance,Geen/Ander/Neutraal,Economic,N
779,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-PVV,KN,stance,Geen/Ander/Neutraal,Economic,N
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-PVV,NK,stance,Belastingverlaging & Ondernemers,Economic,R
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-PVV,NPR,stance,Geen/Ander/Neutraal,Economic,N
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-VVD,NK,stance,Geen/Ander/Neutraal,Economic,N
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-11-VVD,NPR,stance,Geen/Ander/Neutraal,Economic,N
782,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-12-PVV,KN,stance,Geen/Ander/Neutraal,Economic,N
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-12-PVV,NK,stance,Belastingverlaging & Ondernemers,Economic,R
632,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-12-PVV,NPR,stance,Geen/Ander/Neutraal,Economic,N
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-25-NSC,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-25-NSC,NK,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-26-NSC,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-26-NSC,NK,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-39-NSC,KN,stance,Geen/Ander/Neutraal,Government,N
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-39-NSC,NK,stance,Behoud huidige stelsel,Government,R
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-42-NSC,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-42-NSC,NK,stance,Geen/Ander/Neutraal,Government,N
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-44-NSC,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-44-NSC,NK,stance,Geen/Ander/Neutraal,Government,N
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-46-NSC,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
923,3b921af636b96420d95bfe2cfc667937eb94384ab8dc80f1ddb312a1-46-NSC,NK,stance,Geen/Ander/Neutraal,Government,N
535,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-11-VVD,AM,stance,Geen/Ander/Neutraal,Immigration,N
510,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-11-VVD,KN,stance,Geen/Ander/Neutraal,CivilRights,N
535,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-11-VVD,NPR,stance,Geen/Ander/Neutraal,Immigration,N
510,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-11-VVD,SH,stance,Geen/Ander/Neutraal,CivilRights,N
855,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-35-Denk,NK,stance,Geen/Ander/Neutraal,Defense,N
855,3bcb96aaa25637bceb94868eb8ad312a982fd22cb62e841cdf5b68a1-35-Denk,NPR,stance,Geen/Ander/Neutraal,Defense,N
782,3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-GL/PvdA,KN,stance,Sociale zekerheid en armoedebestrijding,Economic,L
645,3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-GL/PvdA,NK,stance,Sociale zekerheid en armoedebestrijding,Economic,L
645,3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-GL/PvdA,SH,stance,Geen/Ander/Neutraal,Economic,N
784,3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-VVD,JE,stance,Sociale zekerheid en armoedebestrijding,Economic,L
779,3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-VVD,KN,stance,Sociale zekerheid en armoedebestrijding,Economic,L
647,3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-VVD,NK,stance,Sociale zekerheid en armoedebestrijding,Economic,L
647,3bddcb90d567b3adde07b82f39eba8148a85473466c72f61c86a3343-1-VVD,NPR,stance,Geen/Ander/Neutraal,Economic,N
652,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-39-FvD,AM,stance,Geen/Ander/Neutraal,Agriculture,N
652,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-39-FvD,KN,stance,Geen/Ander/Neutraal,Agriculture,N
652,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-39-FvD,NK,stance,Geen/Ander/Neutraal,Agriculture,N
652,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-39-FvD,NR,stance,Geen/Ander/Neutraal,Agriculture,N
652,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-39-FvD,SH,stance,Geen/Ander/Neutraal,Agriculture,N
642,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-7-FvD,KN,stance,Geen/Ander/Neutraal,Economic,N
642,3ceaf08f1329207bf940aad489c3f3b2f21f44e724cbc4420b8f1c03-7-FvD,NK,stance,Geen/Ander/Neutraal,Economic,N
642,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-11-NSC,KN,stance,Sociale zekerheid en armoedebestrijding,Economic,L
642,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-11-NSC,NK,stance,Sociale zekerheid en armoedebestrijding,Economic,L
755,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-BBB,KN,stance,Bezuinigen; Christelijk onderwijs,Education,R
755,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-BBB,NK,stance,Bezuinigen; Christelijk onderwijs,Education,R
750,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-JA21,KN,stance,Bezuinigen; Christelijk onderwijs,Education,R
750,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-JA21,NK,stance,Bezuinigen; Christelijk onderwijs,Education,R
642,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-SGP,KN,stance,Geen/Ander/Neutraal,Economic,N
750,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-SGP,KN,stance,Bezuinigen; Christelijk onderwijs,Education,R
642,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-SGP,NK,stance,Geen/Ander/Neutraal,Economic,N
750,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-13-SGP,NK,stance,Bezuinigen; Christelijk onderwijs,Education,R
761,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-15-JA21,AM,stance,Beperken immigratie,Immigration,R
552,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-15-JA21,KN,stance,Geen/Ander/Neutraal,Immigration,N
552,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-15-JA21,NK,stance,Beperken immigratie,Immigration,R
764,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-15-JA21,NPR,stance,Beperken immigratie,Immigration,R
519,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-17-NSC,AM,stance,Traditionele waarden,CivilRights,R
519,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-17-NSC,NK,stance,Traditionele waarden,CivilRights,R
525,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-18-BBB,NK,stance,Traditionele waarden,CivilRights,R
525,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-18-BBB,NPR,stance,Traditionele waarden,CivilRights,R
526,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-18-SGP,NK,stance,Traditionele waarden,CivilRights,R
526,3ced727e5ee47ff90241a191e9db7b115b89812acfed47f2d8cd81c8-18-SGP,NPR,stance,Traditionele waarden,CivilRights,R
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-12-BBB,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-12-BBB,NK,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-12-FvD,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-12-FvD,NK,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-22-Overig,KN,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-22-Overig,NK,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-27-Overig,KN,stance,Geen/Ander/Neutraal,Government,N
849,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-27-Overig,NK,stance,Geen/Ander/Neutraal,Defense,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-27-Overig,NK,stance,Geen/Ander/Neutraal,Government,N
849,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-27-Overig,SH,stance,Geen/Ander/Neutraal,Defense,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-28-Overig,KN,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-28-Overig,NK,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-32-Overig,KN,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-32-Overig,NK,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-34-Overig,KN,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-34-Overig,NK,stance,Geen/Ander/Neutraal,Government,N
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-37-NSC,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
922,3cf40e05aae73a8bca5dd15f91bc3d2837726aafb1b96288f7042eb8-37-NSC,NK,stance,Geen/Ander/Neutraal,Government,N
925,3d0d582735ea7dff0ff71e99fc85430d10790ac804e9daab6612cbde-8-Overig,AM,stance,Geen/Ander/Neutraal,Government,N
925,3d0d582735ea7dff0ff71e99fc85430d10790ac804e9daab6612cbde-8-Overig,KN,stance,Beter bestuur en bestuurlijke vernieuwing,Government,L
925,3d0d582735ea7dff0ff71e99fc85430d10790ac804e9daab6612cbde-8-Overig,NPR,stance,Geen/Ander/Neutraal,Government,N
754,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-39-D66,KN,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
754,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-39-D66,NK,stance,"Investeren in Onderwijs, Cultuur en Wetenschap",Education,L
646,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-44-Denk,NK,stance,Geen/Ander/Neutraal,Economic,N
646,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-44-Denk,NPR,stance,Geen/Ander/Neutraal,Economic,N
910,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-60-Denk,AM,stance,Geen/Ander/Neutraal,Government,N
910,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-60-Denk,NK,stance,Geen/Ander/Neutraal,Government,N
910,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-60-Denk,NR,stance,Geen/Ander/Neutraal,Government,N
910,3d2aa96f096f8d3954dde84e1faac6cf8c7f3d1e1f9cd3b99d15bd18-60-Denk,SH,stance,Geen/Ander/Neutraal,Government,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-12-VVD,NK,stance,Geen/Ander/Neutraal,Defense,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-12-VVD,NPR,stance,Geen/Ander/Neutraal,Defense,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-15-CDA,NK,stance,Geen/Ander/Neutraal,Defense,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-15-CDA,NPR,stance,Geen/Ander/Neutraal,Defense,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-15-Overig,NK,stance,Geen/Ander/Neutraal,Defense,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-15-Overig,NPR,stance,Geen/Ander/Neutraal,Defense,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-16-D66,NK,stance,Vrede en mensenrechten,Defense,L
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-16-D66,NPR,stance,Vrede en mensenrechten,Defense,L
867,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-16-Overig,NK,stance,Vrede en mensenrechten,Defense,L
867,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-16-Overig,SH,stance,Vrede en mensenrechten,Defense,L
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-47-Overig,NK,stance,Geen/Ander/Neutraal,Defense,N
864,3d371e7f47ad8d8f841dcd4d95224674fb1a60dfea2f9b53d696b245-47-Overig,NPR,stance,Geen/Ander/Neutraal,Defense,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-23-Volt,NK,stance,Geen/Ander/Neutraal,Defense,N
893,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-23-Volt,NK,stance,Sterke EU en vrijhandel,EU,L
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-23-Volt,NPR,stance,Geen/Ander/Neutraal,Defense,N
893,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-23-Volt,NPR,stance,Sterke EU en vrijhandel,EU,L
893,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-27-NSC,NK,stance,Geen/Ander/Neutraal,EU,N
893,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-27-NSC,NPR,stance,Protectionisme,EU,R
896,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-27-Volt,KN,stance,Geen/Ander/Neutraal,EU,N
896,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-27-Volt,NK,stance,Geen/Ander/Neutraal,EU,N
896,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-27-Volt,NPR,stance,Geen/Ander/Neutraal,EU,N
896,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-27-Volt,NR,stance,Geen/Ander/Neutraal,EU,N
670,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-29-NSC,AM,stance,Geen/Ander/Neutraal,Environment,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-29-NSC,NK,stance,Geen/Ander/Neutraal,Defense,N
619,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-29-NSC,NK,stance,Geen/Ander/Neutraal,Environment,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-29-NSC,NPR,stance,Geen/Ander/Neutraal,Defense,N
810,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-29-NSC,NPR,stance,Geen/Ander/Neutraal,Environment,N
619,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-29-NSC,SH,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-32-GL/PvdA,NK,stance,Vrede en mensenrechten,Defense,L
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-32-GL/PvdA,NPR,stance,Vrede en mensenrechten,Defense,L
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-32-Overig,NK,stance,Vrede en mensenrechten,Defense,L
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-32-Overig,NPR,stance,Vrede en mensenrechten,Defense,L
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-34-Denk,NK,stance,Geen/Ander/Neutraal,Defense,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-34-Denk,NPR,stance,Geen/Ander/Neutraal,Defense,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-36-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Defense,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-36-GL/PvdA,NPR,stance,Geen/Ander/Neutraal,Defense,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-47-Overig,NK,stance,Geen/Ander/Neutraal,Defense,N
863,3d3e035d5073f863e17e95476715bcfd9e3481eb1f3d03ad0275a688-47-Overig,NPR,stance,Geen/Ander/Neutraal,Defense,N
513,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-102-CDA,KN,stance,Traditionele waarden,CivilRights,R
513,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-102-CDA,SH,stance,Traditionele waarden,CivilRights,R
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-GL/PvdA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-VVD,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-112-VVD,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-CU,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-CU,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-VVD,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-114-VVD,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-CDA,AM,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-CDA,NK,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-GL/PvdA,AM,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-116-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-CDA,AM,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-CDA,NK,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-GL/PvdA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-Overig,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-117-Overig,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-118-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-118-GL/PvdA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-CDA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-CDA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-119-GL/PvdA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
650,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,AM,stance,Sociale zekerheid en armoedebestrijding,Economic,L
650,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,JE,stance,Sociale zekerheid en armoedebestrijding,Economic,L
650,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,KN,stance,Geen/Ander/Neutraal,Economic,N
650,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,NK,stance,Sociale zekerheid en armoedebestrijding,Economic,L
650,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,NPR,stance,Geen/Ander/Neutraal,Economic,N
650,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-12-D66,SH,stance,Sociale zekerheid en armoedebestrijding,Economic,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-120-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-120-GL/PvdA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-127-GL/PvdA,AM,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-127-GL/PvdA,NK,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-D66,AM,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-D66,NK,stance,Geen/Ander/Neutraal,Environment,N
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-GL/PvdA,AM,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-GL/PvdA,NK,stance,"Milieu, groen, (nationale) parken, klimaat, duurzame energie",Environment,L
611,3dd4a7fd522ec4e43b03e46a6325a3dc231cacfe0de36ce96feef46a-128-Overig,AM,stance,Geen/Ander/Neutraal,Environment,N
