variable,jobid,unit_id,topic,text,majority,agreement,AM,NK,KN,SH,NR,NPR,JE,WA
stance,514,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-19-SGP,CivilRights,"‘Intimiderend’Dat **Stoffer** persoonlijk bij de abortuskliniek staat, is omstreden.Progressieve partijen in de Tweede Kamer vroegen de afgelopen jaren geregeld om een verbod op demonstraties bij de klinieken.",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,514,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-24-SGP,CivilRights,"„Dit is niet Hongarije, of Texas, of Polen, dit gebeurt in Nederland”, twitterde GroenLinks-Kamerlid Corinne Ellemeet, mede-initiatiefnemer van het schrappen van de vaste beraadtermijn uit de wet.**Stoffer** kan zich op zijn beurt niet voorstellen dat bezoekers van de abortuskliniek zich bedreigd kunnen voelen door de pro-life-‘wakers’, zegt hij.Intimideren is volgens de lijsttrekker in ieder geval niet hun intentie, en de dames zien er volgens hem bepaald niet opdringerig uit.",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,514,b0ec1a783c163c0c67f7dd656caad847499268218a8a213a80f6e309-25-Overig,CivilRights,"Stoffer kan zich op zijn beurt niet voorstellen dat bezoekers van de abortuskliniek zich bedreigd kunnen voelen door de pro-life-‘wakers’, zegt hij.Intimideren is volgens de **lijsttrekker** in ieder geval niet hun intentie, en de dames zien er volgens hem bepaald niet opdringerig uit.„Ik vind dat ze het op een mooie manier doen.”",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,524,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-102-D66,CivilRights,"""De samenleving moet ouderdom eren in plaats van deze 'voltooidlevenwet' faciliteren"", zegt Bikker.De regeringspartijen ChristenUnie en **D66** botsen vaak over medisch-ethische onderwerpen.Die werden bij de laatste twee formaties min of meer geparkeerd.",L,0.5,NA,N,NA,L,NA,NA,NA,NA
stance,507,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-117-NSC,CivilRights,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.**Omtzigt** heeft eerder gezegd dat hij weinig zin heeft in regeren met de PVV, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.",L,0.5,L,N,NA,NA,NA,NA,NA,NA
stance,507,b12b60b568f906c4c5a862776db1e5689d8bfbd68e9674fc4d54ce18-117-PVV,CivilRights,"""Zijn eigen kiezer zal hem hopelijk overtuigen"", zegt hij.Omtzigt heeft eerder gezegd dat hij weinig zin heeft in regeren met de **PVV**, omdat de standpunten van die partij ""aan de rechtsstaat raken"".Ook de uitspraak van Wilders dat de scherpe kantjes er vanaf zijn bij hem, veranderde daar niets aan.",N,0.5,R,N,NA,NA,NA,NA,NA,NA
stance,527,b1ff7a34d907cef1e6aaa9917aecbd53bc91bf29994fb0c132c9f481-166-FvD,CivilRights,Dat woord komt zeker twintig keer voor in het verkiezingsprogramma.Voor **Baudet** houdt dit in dat de overheid minder greep krijgt op het leven van burgers.Hij vindt dat er sprake is van censuur en dat er veel belasting moet worden betaald.,L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,520,b1ff7a34d907cef1e6aaa9917aecbd53bc91bf29994fb0c132c9f481-74-SGP,CivilRights,17:19**SGP-leider** **Stoffer** naar demonstranten abortuskliniekSGP-leider Chris Stoffer gaat morgen met demonstranten in de buurt staan van een abortuskliniek.,N,0.5,R,N,NA,NA,NA,NA,NA,NA
stance,517,b2cecfb7bca33ea1116974b3377139b7eccb3f43009aad3010d39062-1-FvD,CivilRights,NA,N,0.5,N,NA,R,NA,NA,NA,NA,NA
stance,517,b2eae37e861c62af187b81de8cc5352f3c29b57c10920775f839b9f5-64-Overig,CivilRights,"Van Treuren – die altijd op blote voeten loopt – profileert zich op thema’s als privacy, open overheid en basisinkomen.Hij heeft een uitgebreid cv: de **lijsttrekker** is ook marktkoopman, tegelzetter én goochelaar.In een filmpje van de Piratenpartij vergelijkt hij zijn plannen met speelkaarten, die hij in één magische beweging op de juiste plek legt.",L,0.5,L,NA,N,NA,NA,NA,NA,NA
stance,527,b46b4a9c993ee2adffe73d0493df9f20f1e2b7b82cf47d852951f286-18-Denk,CivilRights,"Goed gedocumenteerd ontrafelde de interviewer het stemgedrag van Denk in de afgelopen jaren, waaruit onomwonden steun bleek voor hormoonbehandeling van trans jongeren.Straks komen wat Van **Baarle** betreft alleen nog volwassenen in aanmerking voor een genderbehandeling.Een teleurgestelde Turkse homo herinnerde er in een instart aan dat Azarkan hem had verzekerd dat de partij er óók voor hem was.",L,0.5,NA,L,NA,NA,NA,R,NA,NA
stance,509,b46b4a9c993ee2adffe73d0493df9f20f1e2b7b82cf47d852951f286-4-Denk,CivilRights,"Denk zegt op te staan tegen racisme en discriminatie, van moslims in het bijzonder.Soms moet dat, aldus lijsttrekker voor de Kamerverkiezingen Stephan van **Baarle**, op activistische wijze gebeuren.En soms hanteert de partij bij haar streven naar 'inclusie' uitgangspunten die botsen met de beleden ruimdenkendheid.",L,0.5,L,NA,N,NA,NA,NA,NA,NA
stance,509,b46b4a9c993ee2adffe73d0493df9f20f1e2b7b82cf47d852951f286-4-Overig,CivilRights,"Denk zegt op te staan tegen racisme en discriminatie, van moslims in het bijzonder.Soms moet dat, aldus **lijsttrekker** voor de Kamerverkiezingen Stephan van Baarle, op activistische wijze gebeuren.En soms hanteert de partij bij haar streven naar 'inclusie' uitgangspunten die botsen met de beleden ruimdenkendheid.",L,0.5,L,NA,N,NA,NA,NA,NA,NA
stance,509,b46b4a9c993ee2adffe73d0493df9f20f1e2b7b82cf47d852951f286-9-Denk,CivilRights,"Dat bleek in Nieuwsuur, waar Van Baarle als eerste te gast was in de reeks interviews met politieke leiders in aanloop naar 22 november.Het programma legde woensdag bloot hoe **Denk** onder zijn (prille) leiding de vroegere steun aan lhbti'ers heeft verruild voor conservatieve waarden.Opvattingen die wellicht beter passen bij een deel van de moslimachterban.",N,0.5,N,NA,R,NA,NA,NA,NA,NA
stance,509,b4820bf2362ddcfab7b1dfa5adaf0af2d07657384d7af24d7e3b6023-25-CU,CivilRights,"Om een embryo te laten groeien en te gebruiken voor onderzoek?De **ChristenUnie** vindt van wel.Leven, ook in zijn kwetsbaarste vorm, heeft per definitie intrinsieke waarde.",L,0.3333333333333333,N,R,L,NA,NA,NA,NA,NA
stance,510,b7f8dc3d5ff8f43eb35286f56ec1d20c59f433ff8f4f5329ca8db6f8-15-FvD,CivilRights,"De zogenaamd achteloze manier waarop Jeroen woensdagavond door een stapeltje moties bladerde om zijn punt te maken dat Denk onder leiding van Stephan van Baarle een heel stuk conservatiever over lhbti'ers is gaan denken, was heerlijk om te zien.**Baudet** had zich donderdag duidelijk voorgenomen om uit te stralen dat hij totaal op zijn gemak was bij Nieuwsuur.Hij lachte net zo minzaam als een dag eerder bij Tijd voor Max, waar hij gezellig over zijn jeugd, het veroveren van zijn vrouw Davide en zoontje Lancelot mocht vertellen.",N,0.5,NA,NA,R,N,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-12-BBB,CivilRights,"De zaal is gevuld met leden van de NVVE, veelal zelfbewuste, welbespraakte en geëngageerde zestigers en zeventigers voor wie zelfbeschikking vanzelfsprekend is.Tot dan toe is het muisstil geweest in Pakhuis de Zwijger en heerst er grote eensgezindheid onder de zeven aspirant-Kamerleden van **BBB**, CDA, ChristenUnie, D66, GroenLinks-PvdA, Volt en VVD (helaas wilde niemand van NSC komen, een partij die aan de conservatievere kant van dit debat staat).Het lijkt ook alsof de stellingen zijn opgebouwd van onschuldig naar polariserend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-12-CDA,CivilRights,"De zaal is gevuld met leden van de NVVE, veelal zelfbewuste, welbespraakte en geëngageerde zestigers en zeventigers voor wie zelfbeschikking vanzelfsprekend is.Tot dan toe is het muisstil geweest in Pakhuis de Zwijger en heerst er grote eensgezindheid onder de zeven aspirant-Kamerleden van BBB, **CDA**, ChristenUnie, D66, GroenLinks-PvdA, Volt en VVD (helaas wilde niemand van NSC komen, een partij die aan de conservatievere kant van dit debat staat).Het lijkt ook alsof de stellingen zijn opgebouwd van onschuldig naar polariserend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-12-CU,CivilRights,"De zaal is gevuld met leden van de NVVE, veelal zelfbewuste, welbespraakte en geëngageerde zestigers en zeventigers voor wie zelfbeschikking vanzelfsprekend is.Tot dan toe is het muisstil geweest in Pakhuis de Zwijger en heerst er grote eensgezindheid onder de zeven aspirant-Kamerleden van BBB, CDA, **ChristenUnie**, D66, GroenLinks-PvdA, Volt en VVD (helaas wilde niemand van NSC komen, een partij die aan de conservatievere kant van dit debat staat).Het lijkt ook alsof de stellingen zijn opgebouwd van onschuldig naar polariserend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-12-D66,CivilRights,"De zaal is gevuld met leden van de NVVE, veelal zelfbewuste, welbespraakte en geëngageerde zestigers en zeventigers voor wie zelfbeschikking vanzelfsprekend is.Tot dan toe is het muisstil geweest in Pakhuis de Zwijger en heerst er grote eensgezindheid onder de zeven aspirant-Kamerleden van BBB, CDA, ChristenUnie, **D66**, GroenLinks-PvdA, Volt en VVD (helaas wilde niemand van NSC komen, een partij die aan de conservatievere kant van dit debat staat).Het lijkt ook alsof de stellingen zijn opgebouwd van onschuldig naar polariserend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-12-GL/PvdA,CivilRights,"De zaal is gevuld met leden van de NVVE, veelal zelfbewuste, welbespraakte en geëngageerde zestigers en zeventigers voor wie zelfbeschikking vanzelfsprekend is.Tot dan toe is het muisstil geweest in Pakhuis de Zwijger en heerst er grote eensgezindheid onder de zeven aspirant-Kamerleden van BBB, CDA, ChristenUnie, D66, **GroenLinks-PvdA**, Volt en VVD (helaas wilde niemand van NSC komen, een partij die aan de conservatievere kant van dit debat staat).Het lijkt ook alsof de stellingen zijn opgebouwd van onschuldig naar polariserend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-12-VVD,CivilRights,"De zaal is gevuld met leden van de NVVE, veelal zelfbewuste, welbespraakte en geëngageerde zestigers en zeventigers voor wie zelfbeschikking vanzelfsprekend is.Tot dan toe is het muisstil geweest in Pakhuis de Zwijger en heerst er grote eensgezindheid onder de zeven aspirant-Kamerleden van BBB, CDA, ChristenUnie, D66, GroenLinks-PvdA, Volt en **VVD** (helaas wilde niemand van NSC komen, een partij die aan de conservatievere kant van dit debat staat).Het lijkt ook alsof de stellingen zijn opgebouwd van onschuldig naar polariserend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-12-Volt,CivilRights,"De zaal is gevuld met leden van de NVVE, veelal zelfbewuste, welbespraakte en geëngageerde zestigers en zeventigers voor wie zelfbeschikking vanzelfsprekend is.Tot dan toe is het muisstil geweest in Pakhuis de Zwijger en heerst er grote eensgezindheid onder de zeven aspirant-Kamerleden van BBB, CDA, ChristenUnie, D66, GroenLinks-PvdA, **Volt** en VVD (helaas wilde niemand van NSC komen, een partij die aan de conservatievere kant van dit debat staat).Het lijkt ook alsof de stellingen zijn opgebouwd van onschuldig naar polariserend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-30-D66,CivilRights,"'Heb je het wetsvoorstel gereanimeerd?No pun intended', vraagt NVVE-voorzitter en debatleider Fransien van ter Beek aan **D66-kandidaat** Anne-Marijke Podt, de indiener van het voorstel.Ja, zegt ze lachend.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,520,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-33-CU,CivilRights,"De lange aanlooptijd wijt ze aan de vele gesprekken met artsen, filosofen, theologen, ethici en mensen die gebruik zouden willen maken van zo'n wet.Een 'heilloze weg', volgens de **ChristenUnie**.'Stop met doordrammen', schreef lijsttrekker Mirjam Bikker op X. Dat is volgens Podt een 'miskenning van de legitieme wensen van heel veel ouderen.'",N,0.5,N,R,NA,NA,NA,NA,NA,NA
stance,527,ba6ce3ca1c2ab320dec47951c373f3cc15ce6afc7033ec547a15fecd-9-CU,CivilRights,"Een man naast haar: 'Nou zeg!'Ze reageren op een opmerking van Joëlle Gooijer, die op plek vijf staat van de lijst van de **ChristenUnie** voor de Tweede Kamerverkiezingen en zich hier ideologisch gezien in het hol van de leeuw heeft begeven:bij een debat georganiseerd door de Nederlandse Vereniging voor een Vrijwillig Levenseinde (NVVE).",N,0.5,NA,N,NA,NA,NA,R,NA,NA
stance,524,be80402ee4c6775ebed47ec106574f86439650eafec0ddd2a092c05a-31-CDA,CivilRights,"Noten, tempeh, veel groente.Hij hakte de knoflook en harkte al doende de vleeseters en álle **CDA-pijlers** binnenboord.Snufje wij-gevoel, lepeltje saamhorigheid, handje gezinswaarden.",N,0.5,NA,N,NA,R,NA,NA,NA,NA
stance,524,bfc16ea88c7bc0451b5a6041d11c60e13c3730103e661eecc6ab0c08-16-CU,CivilRights,"En elk debat over medisch-ethische onderwerpen verloopt al snel 'gepolariseerd'.**Bikker** zegt er in het kabinet-Rutte met de liberalen 'grijze haren' van te hebben gekregen.D66 zet nu het omstreden wetsvoorstel voor voltooid leven al door, terwijl de ChristenUnie nog in hetzelfde demissionaire kabinet zit.",N,0.5,NA,R,NA,N,NA,NA,NA,NA
stance,517,c0f083b26f1525ed7def3c30b0fe20d541a8df70491257bf29e570c6-140-CU,CivilRights,"Chris Stoffer (SGP) vindt dat het ""kwetsbare leven"" juist meer bescherming verdient.Mirjam **Bikker**@mirjambikker",N,0.5,N,NA,R,NA,NA,NA,NA,NA
stance,524,c177d02525ac25b89e74dfa53fb8388fc0ddfa49422e33d32d139ed7-25-Overig,CivilRights,"geen stembureaus in gevangenissenDemissionair **minister** De Jonge ziet niets in het plan om gedetineerden in gevangenissen te laten stemmen.Bonjo, de belangenorganisatie van gedetineerden, spant een kort geding aan tegen de Staat om aparte stembureaus af te dwingen.",N,0.5,NA,R,NA,N,NA,NA,NA,NA
stance,508,c177d02525ac25b89e74dfa53fb8388fc0ddfa49422e33d32d139ed7-32-Overig,CivilRights,"Dat is precies niet de bedoeling bij een gevangenis.""De **minister** benadrukt dat gevangenen met een volmacht hun stem kunnen uitbrengen.""Verder moeten we niet gaan.""",L,0.5,R,L,NA,NA,NA,NA,NA,NA
stance,510,c249e7967af5369a9e0f5e128896c724e03be3c81446e2b5256f2faa-10-GL/PvdA,CivilRights,"die tegen de éne grote vijand: het kolonialistische, seksistische, kapitalistische complex.Laten we daarom als handreiking proberen het gesprek met onze **GroenLinkse** landgenoten te voeren zonder hun wereldbeeld ter discussie te stellen, en gebruikmakend van hun eigen idioom.Daar gaan we.",L,0.5,NA,NA,L,N,NA,NA,NA,NA
stance,515,c2810caf4aab7b69d1f46b80ed1de357454c1b0ee14b6da9674d2d2a-14-PVV,CivilRights,"Pieter Omtzigt sluit de PVV wel uit, omdat die geen respect heeft voor de grondrechten.Wat **Wilders** weer pareert met:""Na de verkiezingen wordt alles vloeibaar.""",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,510,c36879babe408bae7f772149cfd26c2c02321e731da21a094a75e8f0-18-BBB,CivilRights,"Mensen die zeggen 'ik ben geen antisemiet want ik ben alleen tegen zionisme', die geloof ik niet.""De oorlog kan niet vanuit Nederland opgelost worden, zei Gijs Tuinman (**BBB**).""Maar we kunnen wel iets doen aan islamistische vlaggen en Joodse scholen die dichtmoeten.""",L,0.5,NA,NA,N,L,NA,NA,NA,NA
stance,524,c5853b86c191f82418d4deb71b33376b3232696fdde792889c915418-11-NSC,CivilRights,"In het onderzoek is specifiek gevraagd naar het thema discriminatie, omdat het onderwerp veel leeft onder kiezers van onder andere Denk en Bij1.""We zien vooral bij kiezers met een niet-Europese migratieachtergrond die Denk of **NSC** willen gaan stemmen dat zij discriminatie ervaren en vinden dat hun belangen niet behartigd worden.""Kiezers met een migratieachtergrond die van plan zijn op VVD of D66 te gaan stemmen ervaren wel voldoende vertegenwoordiging.",L,0.5,NA,R,NA,L,NA,NA,NA,NA
stance,509,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-42-SGP,CivilRights,"De SGP is één van de vier partijen die het recht op een goed gezinsleven in de grondwet wil opnemen.De **SGP** heeft onder meer een plan voor een gezinspas die een dagje uit voor gezinnen weer goedkoper en gemakkelijker moet maken.""Dat is nu voor een groter gezin onbetaalbaar"".",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,509,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-76-SGP,CivilRights,"Dat betekent: geen echtscheiding, abortus of euthanasie, maar wel herinvoering van de doodstraf.De **SGP** is een uitgesproken mannenclub:vrouwen mogen pas lid worden sinds 2006, toen de rechter de partij daartoe dwong.",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,509,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-81-Overig,CivilRights,"En er moet een einde komen aan het belastingnadeel voor gezinnen waar de vrouw thuisblijft om voor de kinderen te zorgen.In de ruim honderd jaar dat de SGP bestaat, is Chris Stoffer (49) pas de achtste **partijleider**.De vorige, Kees van der Staaij, was het dertien jaar.",N,0.5,N,NA,R,NA,NA,NA,NA,NA
stance,509,c5b770417fa21a236623e4b0cea837d52492473544437ccf1cf5c6d1-81-SGP,CivilRights,"En er moet een einde komen aan het belastingnadeel voor gezinnen waar de vrouw thuisblijft om voor de kinderen te zorgen.In de ruim honderd jaar dat de **SGP** bestaat, is Chris **Stoffer** (49) pas de achtste partijleider.De vorige, Kees van der Staaij, was het dertien jaar.",N,0.5,N,NA,R,NA,NA,NA,NA,NA
stance,525,cca1c2f1052c7f1c7b51d8e5dcaee1e93ca9959c0a332d5dfa26c926-26-CDA,CivilRights,"""Gevestigde en nieuwe partijen nemen het niet zo nauw met de rechten van vrouwen"", aldus Ellemeet.Pieter Omtzigt stemde de afgelopen periode in de Tweede Kamer volgens haar ""nog conservatiever over abortus dan het **CDA**"".In de Tweede Kamer is dit voorjaar al eens gedebatteerd over de kwestie.",N,0.5,NA,N,NA,NA,NA,R,NA,NA
stance,518,cca1c2f1052c7f1c7b51d8e5dcaee1e93ca9959c0a332d5dfa26c926-30-CU,CivilRights,"CDA, ChristenUnie, SGP, PVV en Forum voor Democratie zijn principieel tegen.""Zonder dit artikel zeggen we dat een ongeboren leven dat niet levensvatbaar is, geen bescherming verdient"", zei **CU-fractievoorzitter** Mirjam **Bikker**.Veel hangt af van de VVD.",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,513,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-19-CU,CivilRights,"Chris Stoffer (SGP) vindt dat het ""kwetsbare leven"" juist meer bescherming verdient.Mirjam **Bikker**@mirjambikker",N,0.5,NA,NA,R,N,NA,NA,NA,NA
stance,497,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-60-BBB,CivilRights,"En als het gaat om euthanasie, blijken ze heel anders te denken dan mensen die op christelijke partijen stemmen:een ruime meerderheid van de **BBB-achterban** is daar voorstander van.Kijk je naar immigratie, klimaat, tevredenheid (met het leven) en vertrouwen in de politiek, dan lijken de BBB-kiezers heel erg op stemmers van PVV, FVD en JA21.",L,0.5,N,L,NA,NA,NA,NA,NA,NA
stance,497,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-89-GL/PvdA,CivilRights,"Sociaal-economisch zijn ze weliswaar links, en ze zijn ook iets progressiever op euthanasie dan gemiddeld, maar daar houdt het wel mee op.Kijk je naar immigratie, klimaat, vertrouwen in politiek of euroscepsis, dan blijken SP’ers heel anders naar de wereld te kijken dan de achterban van **GroenLinks-PvdA**, Volt of D66.Ook het opleidingsniveau is bij de SP lager.",L,0.5,L,N,NA,NA,NA,NA,NA,NA
stance,527,cf05e223bcd4ea297ffca23bbaf0acec739debaf0607708a9aac1422-30-PVV,CivilRights,"Ook partijen aan de rechterkant van de VVD zeggen dierenwelzijn belangrijk te vinden, bijvoorbeeld de PVV en JA21, maar benoemen niet of dit leidt tot regels in de landbouw.Al verzet de **PVV** zich wel tegen onverdoofd slachten.Dat is al verboden, maar er gelden uitzonderingen voor joodse en islamitische rituelen.",N,0.5,NA,R,NA,NA,NA,N,NA,NA
stance,520,d0e9b18d58b0a9ce5950827228ca1e8dcaadc79ea6268a47176a20fa-4-SGP,CivilRights,17:19**SGP-leider** **Stoffer** naar demonstranten abortuskliniekSGP-leider Chris Stoffer gaat morgen met demonstranten in de buurt staan van een abortuskliniek.,N,0.5,R,N,NA,NA,NA,NA,NA,NA
stance,524,d0e9b18d58b0a9ce5950827228ca1e8dcaadc79ea6268a47176a20fa-69-GL/PvdA,CivilRights,"Daaraan zouden dan NSC, VVD, BBB, CDA, SGP en JA21 kunnen meedoen.""Dat lijstje, daar schrik ik van"", aldus **Timmermans**, en dan met name dat de SGP erin genoemd wordt.""Want met alle respect, ik wil niet dat mijn dochters de strijd van mijn moeder moeten overdoen.""",L,0.5,NA,L,NA,N,NA,NA,NA,NA
stance,520,d0e9b18d58b0a9ce5950827228ca1e8dcaadc79ea6268a47176a20fa-95-FvD,CivilRights,Dat woord komt zeker twintig keer voor in het verkiezingsprogramma.Voor **Baudet** houdt dit in dat de overheid minder greep krijgt op het leven van burgers.Hij vindt dat er sprake is van censuur en dat er veel belasting moet worden betaald.,L,0.5,L,N,NA,NA,NA,NA,NA,NA
stance,525,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-48-SGP,CivilRights,11:30GL-PvdA krijt regenboog voor abortuskliniek waar **SGP** actie wilde voerenGroenLinks-PvdA noemt het goed dat de SGP afziet van de actie om in gesprek te gaan met anti-abortusdemonstranten.,N,0.5,NA,N,NA,NA,NA,R,NA,NA
stance,514,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-49-SGP,CivilRights,"GL-PvdA krijt regenboog voor abortuskliniek waar SGP actie wilde voerenGroenLinks-PvdA noemt het goed dat de **SGP** afziet van de actie om in gesprek te gaan met anti-abortusdemonstranten.Kandidaat-Kamerlid Diederik van Dijk was van plan om vanmorgen bij de ingang van een abortuskliniek in Utrecht te staan, maar besloot de actie te verplaatsen.",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,527,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-50-Overig,CivilRights,"GroenLinks-PvdA noemt het goed dat de SGP afziet van de actie om in gesprek te gaan met anti-abortusdemonstranten.**Kandidaat-Kamerlid** Diederik van Dijk was van plan om vanmorgen bij de ingang van een abortuskliniek in Utrecht te staan, maar besloot de actie te verplaatsen.Volgens de SGP hadden zich ""tientallen pro-abortusdemonstranten"" bij de kliniek verzameld.",N,0.5,NA,R,NA,NA,NA,N,NA,NA
stance,514,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-51-SGP,CivilRights,"Kandidaat-Kamerlid Diederik van Dijk was van plan om vanmorgen bij de ingang van een abortuskliniek in Utrecht te staan, maar besloot de actie te verplaatsen.Volgens de **SGP** hadden zich ""tientallen pro-abortusdemonstranten"" bij de kliniek verzameld.""Mogelijk is het feit dat we de stoep en het fietspad hebben volgetekend met regenbogen de reden voor de SGP om het gesprek elders te voeren"", zegt GroenLinks-PvdA.",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,514,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-52-SGP,CivilRights,"Volgens de SGP hadden zich ""tientallen pro-abortusdemonstranten"" bij de kliniek verzameld.""Mogelijk is het feit dat we de stoep en het fietspad hebben volgetekend met regenbogen de reden voor de **SGP** om het gesprek elders te voeren"", zegt GroenLinks-PvdA.Op sociale media heeft Kamerlid Corinne Ellemeet foto's geplaatst, waaruit blijkt dat ze samen met oud-PvdA-fractievoorzitter Lilianne Ploumen de stoep heeft volgekrijt met een regenboog en teksten als ""jouw lichaam, jouw keuze"":",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,514,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-66-NSC,CivilRights,"""Je moet de kiezers duidelijk maken dat er wat te kiezen valt en dat er verschillen zijn tussen partijen en dat doe je door de strijd aan te gaan en niet door weg te blijven bij debatten.""Een ander kritiekpunt op **Omtzigt** is voor Jetten dat hij begin deze week de mogelijkheid van een kabinet over rechts met onder meer de SGP opperde.""Een coalitie met partijen die uit de euro willen, waar vrouwenrechten onder druk komen te staan, waar homorechten niet worden versterkt.""",N,0.5,R,NA,N,NA,NA,NA,NA,NA
stance,514,d1d51bc761b8f8e34102c2bb603fb26a8918787d77c59548c96a8984-68-GL/PvdA,CivilRights,"""Een coalitie met partijen die uit de euro willen, waar vrouwenrechten onder druk komen te staan, waar homorechten niet worden versterkt.""Gisteren openden de VVD en **GroenLinks-PvdA** de aanval op Omtzigt.VVD-lijsttrekker Dilan Yesilgöz zei onder meer dat de NSC-lijsttrekker ""oerconservatieve ideeën"" heeft.",L,0.5,N,NA,L,NA,NA,NA,NA,NA
stance,527,d1ee7bbff86f435b19f87100a27c0e8a75a497e6cda283f8c4b6a45c-32-VVD,CivilRights,Laten we ze snel inzetten.Verder wil de **VVD** toezicht mogelijk maken op weekendscholen.Tot slot willen we dat het kabinet het Duitse voorstel volgt om iemand bij een veroordeling voor antisemitisme geen Nederlands paspoort te geven.,N,0.5,NA,R,NA,NA,NA,N,NA,NA
stance,522,d276d6462900b4b2b278e1f0a81d78d94ef03e647c6a5b8d2369b438-52-NSC,CivilRights,"Met de 'eigen verantwoordelijkheid' van de participatiesamenleving wordt 'radicaal' gebroken.Doordat de overheid jarenlang de burger wantrouwend als 'calculerende individuen' heeft benaderd, kreeg zij volgens **Omtzigt** ook zoveel wantrouwen terug, waarmee het fundament onder het sociaal contract werd gebroken.In het toeslagenschandaal werden tienduizenden burgers onterecht als fraudeur bestempeld 'zonder dat zij zich tegen de almacht en willekeur van de staat konden verweren', schrijft hij in zijn boek",N,0.5,NA,N,NA,R,NA,NA,NA,NA
stance,527,d389c42d099664e816185a0159dd30d275257682e7e767bf3b8fa421-35-GL/PvdA,CivilRights,Bij Nieuwsuur kreeg Frans Timmermans (GL-PvdA) de vraag voorgelegd of politieagenten een hoofddoek of andere religieuze uitingen mogen dragen.De **PvdA-voorgangers** van **Timmermans** hadden het standpunt dat de politie neutraal moet zijn.Nu staat in het verkiezingsprogramma van GroenLinks-PvdA dat het wel mag.,L,0.5,NA,L,NA,NA,NA,N,NA,NA
stance,522,d995ea00e287e23dfc58362e26ebb1d544a579adb0df2d583ddf6d0a-108-Overig,CivilRights,"denk om stemmers met beperkingDemissionair **minister** Hugo de Jonge (Binnenlandse Zaken) roept de gemeenten op om ervoor te zorgen dat de stemlokalen op 22 november zo veel mogelijk toegankelijk zijn voor mensen met een beperking.Afgelopen maart, bij de verkiezingen voor de provincies en de waterschappen, bleek er met 80 procent van alle stemlokalen iets mis.",L,0.5,NA,L,NA,N,NA,NA,NA,NA
