jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur
611,8998033fbe4538a7fa67fbe32520db21ced2507dd123756d5c8efed3-17-PvdD,Environment,"Daarmee zou het gemeentelijk vervoerbedrijf veel geld, brandstof en uitstoot kunnen besparen, betoogt De Groot, die zijn bevindingen ook met het GVB zelf, diverse wethouders, alle raadsfracties en de haven van Amsterdam deelde.De Partij voor de **Dieren** stelde onlangs raadsvragen.„Uiteindelijk moeten alle veren elektrisch worden.",L,0.5,N,L
611,9bab5f44d043432e58bd8d63dac5c21329533c0474a53d4a2e7f5e37-100-GL/PvdA,Environment,"Australië wordt zo een toevluchtsoord voor de klimaatcrisisvluchtelingen van de in de buurt gelegen eilandengroep, nu steeds meer eilandjes van Tuvalu door de opwarming van de aarde in zee verdwijnen.Omdat een groot deel van Nederland onder de zeespiegel ligt is **Timmermans’** idee dus toch niet zo’n gekke gedachte.Henk Versteeg, Nunspeet",N,1,N,N
611,9bab5f44d043432e58bd8d63dac5c21329533c0474a53d4a2e7f5e37-96-GL/PvdA,Environment,"J. Kluin**Timmermans**Een lezer heeft kritiek op de voorman van PvdA/GL Timmermans, omdat hij klimaatmaatregelen absolute prioriteit wil geven (WUZ, 13/11).",L,0.5,N,L
611,9bab5f44d043432e58bd8d63dac5c21329533c0474a53d4a2e7f5e37-97-GL/PvdA,Environment,"TimmermansEen lezer heeft kritiek op de voorman van **PvdA/GL** **Timmermans**, omdat hij klimaatmaatregelen absolute prioriteit wil geven (WUZ, 13/11).Binnenkort krijgen inwoners van het door klimaatverandering bedreigde Tuvalu het recht om in Australië te mogen wonen.",L,0.5,N,L
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-103-D66,Environment,"Hij had toen meteen ook partijleider willen worden, maar deed eerst nog een stap opzij voor Sigrid Kaag, die hij nu opvolgt.Het robotachtige imago dat **Jetten** aanvankelijk achtervolgde, heeft hij van zich afgeschud.De minister voor Klimaat en Energie staat bekend als 'klimaatdrammer', maar ziet zichzelf inmiddels liever als 'klimaatdoener'.",L,1,L,L
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-104-Overig,Environment,"Het robotachtige imago dat Jetten aanvankelijk achtervolgde, heeft hij van zich afgeschud.De **minister** voor Klimaat en Energie staat bekend als 'klimaatdrammer', maar ziet zichzelf inmiddels liever als 'klimaatdoener'.Op sociale media wordt hij vaak aangevallen omdat hij homo is.",L,1,L,L
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-113-D66,Environment,"Die werden gezien als overblijfselen van de verzuiling, met hun onwrikbare achterbannen van christenen, werkgevers en werknemers.Langzamerhand heeft **D66** zich andere onderwerpen toegeëigend:eerst onderwijs en nu vooral klimaat en duurzaamheid.",L,1,L,L
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-124-PVV,Environment,"""Andere zaken zijn belangrijker.""Nieuwsuur heeft op een rij gezet hoe het de **PVV** in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de PVV in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de PVV-gedeputeerde in een elektrische auto.",L,0.5,R,L
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-125-PVV,Environment,"Nieuwsuur heeft op een rij gezet hoe het de PVV in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de **PVV** in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de **PVV-gedeputeerde** in een elektrische auto.De partij zei tegen de verhoging van de motorrijtuigenbelasting te zijn, maar stemde daarmee toch in.",L,0.5,R,L
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-55-GL/PvdA,Environment,08:02**Timmermans** neemt afstand van optredenThunberg bij klimaatmars,N,1,N,N
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-57-GL/PvdA,Environment,"Thunberg bij klimaatmars**GroenLinks-PvdA-lijsttrekker** Frans **Timmermans** neemt afstand van het optreden van klimaatactiviste Greta Thunberg, afgelopen zondag bij de klimaatmars in Amsterdam. Hij zegt dat zij het klimaatprotest in een ""politieke controverse"" lijkt te trekken.",N,1,N,N
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-57-Overig,Environment,"Thunberg bij klimaatmars**GroenLinks-PvdA-lijsttrekker** Frans Timmermans neemt afstand van het optreden van klimaatactiviste Greta Thunberg, afgelopen zondag bij de klimaatmars in Amsterdam. Hij zegt dat zij het klimaatprotest in een ""politieke controverse"" lijkt te trekken.",N,1,N,N
611,ce51cef0e69d0947a83c1e9f0713926e67258d132ae6eab552b24d25-64-GL/PvdA,Environment,"Deze uitspraak wordt ook gebruikt door terroristische organisaties als Hamas en wordt gezien als een oproep tot de vernietiging van Israël.**Timmermans** zegt in het tv-programma Goedemorgen Nederland dat mensen door dit soort dingen afhaken.""Terwijl ik zou willen dat iedereen zich druk maakt over het klimaat en niet alleen maar één kant van het politieke spectrum.""",L,0.5,N,L
611,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-86-D66,Environment,De klimaatactivistSoftwareondernemer en miljardair Steven Schuurman (48) zette in 2021 de campagne voor de landelijke verkiezingen op zijn kop door een miljoen euro te doneren aan **D66**; een ongekend bedrag voor Nederlandse begrippen.De Partij voor de Dieren (PvdD) stopte hij tijdens dezelfde campagne 350.000 euro toe.,N,1,N,N
611,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-97-PvdD,Environment,"Er is haast bij goed klimaatbeleid, vind ik”, zei hij in 2021 tegen Trouw.Over D66 en de **PvdD** zei Schuurman toen:„Hun klimaatplannen spraken me gewoon het meeste aan, puur op de inhoud.” NRC kreeg hem nu niet te spreken.",L,0.5,N,L
611,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-99-GL/PvdA,Environment,"„Hun klimaatplannen spraken me gewoon het meeste aan, puur op de inhoud.” NRC kreeg hem nu niet te spreken.Zo blijft onduidelijk waarom de PvdD niet meer op een bijdrage kon rekenen en **GroenLinks-PvdA** wel.De linkse politicus",N,1,N,N
611,dd2b40acbdf82e8cd345038532f27c91854370325c05fd2387af9b02-99-PvdD,Environment,"„Hun klimaatplannen spraken me gewoon het meeste aan, puur op de inhoud.” NRC kreeg hem nu niet te spreken.Zo blijft onduidelijk waarom de **PvdD** niet meer op een bijdrage kon rekenen en GroenLinks-PvdA wel.De linkse politicus",N,1,N,N
611,de8f71192f83d88daeb16351fe8c8eff5fad1b7b4273051175574a1d-40-D66,Environment,"Hij had toen meteen ook partijleider willen worden, maar deed eerst nog een stap opzij voor Sigrid Kaag, die hij nu opvolgt.Het robotachtige imago dat **Jetten** aanvankelijk achtervolgde, heeft hij van zich afgeschud.De minister voor Klimaat en Energie staat bekend als 'klimaatdrammer', maar ziet zichzelf inmiddels liever als 'klimaatdoener'.",L,1,L,L
611,de8f71192f83d88daeb16351fe8c8eff5fad1b7b4273051175574a1d-41-Overig,Environment,"Het robotachtige imago dat Jetten aanvankelijk achtervolgde, heeft hij van zich afgeschud.De **minister** voor Klimaat en Energie staat bekend als 'klimaatdrammer', maar ziet zichzelf inmiddels liever als 'klimaatdoener'.Op sociale media wordt hij vaak aangevallen omdat hij homo is.",L,1,L,L
611,de8f71192f83d88daeb16351fe8c8eff5fad1b7b4273051175574a1d-50-D66,Environment,"Die werden gezien als overblijfselen van de verzuiling, met hun onwrikbare achterbannen van christenen, werkgevers en werknemers.Langzamerhand heeft **D66** zich andere onderwerpen toegeëigend: eerst onderwijs en nu vooral klimaat en duurzaamheid.De partij spreekt vooral hoger opgeleiden aan en wordt door politieke tegenstanders weggezet als elitair.",L,1,L,L
611,de8f71192f83d88daeb16351fe8c8eff5fad1b7b4273051175574a1d-59-PVV,Environment,"""Andere zaken zijn belangrijker.""Nieuwsuur heeft op een rij gezet hoe het de **PVV** in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de PVV in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de PVV-gedeputeerde in een elektrische auto.",L,0.5,R,L
611,de8f71192f83d88daeb16351fe8c8eff5fad1b7b4273051175574a1d-60-PVV,Environment,"Nieuwsuur heeft op een rij gezet hoe het de PVV in Flevoland vergaat sinds de partij daar meebestuurt in een ""groene coalitie"", en concludeert dat er flinke concessies zijn gedaan, ook op klimaat en asiel.Zo schreef de **PVV** in het verkiezingsprogramma tegen ""klimaatonzin"" te zijn, maar rijdt de **PVV-gedeputeerde** in een elektrische auto.De partij zei tegen de verhoging van de motorrijtuigenbelasting te zijn, maar stemde daarmee toch in.",L,0.5,R,L
611,ffb6a4f3670d1ec091ac8d265864bc573e755983e7066de6d5102ce1-20-GL/PvdA,Environment,"Gemeenschappen, burgerinitiatieven rond verduurzaming (ook wel commons genoemd), ‘samenredzaamheid’:in verkiezingsprogramma’s van **PvdA-GroenLinks** tot BBB en van NSC tot Volt kom je een groeiend verlangen tegen naar commons en concepten zoals mienskip en de Twentse variant naoberschap.Maar de aandacht voor collectieve organisatievormen en de herontdekte gezamenlijkheid roept ook de vraag op: gemeenschapszin, hoe moest dat ook alweer?",L,0.5,L,N
611,ffb6a4f3670d1ec091ac8d265864bc573e755983e7066de6d5102ce1-20-NSC,Environment,"Gemeenschappen, burgerinitiatieven rond verduurzaming (ook wel commons genoemd), ‘samenredzaamheid’:in verkiezingsprogramma’s van PvdA-GroenLinks tot BBB en van **NSC** tot Volt kom je een groeiend verlangen tegen naar commons en concepten zoals mienskip en de Twentse variant naoberschap.Maar de aandacht voor collectieve organisatievormen en de herontdekte gezamenlijkheid roept ook de vraag op: gemeenschapszin, hoe moest dat ook alweer?",L,0.5,L,N
611,ffb6a4f3670d1ec091ac8d265864bc573e755983e7066de6d5102ce1-20-Volt,Environment,"Gemeenschappen, burgerinitiatieven rond verduurzaming (ook wel commons genoemd), ‘samenredzaamheid’:in verkiezingsprogramma’s van PvdA-GroenLinks tot BBB en van NSC tot **Volt** kom je een groeiend verlangen tegen naar commons en concepten zoals mienskip en de Twentse variant naoberschap.Maar de aandacht voor collectieve organisatievormen en de herontdekte gezamenlijkheid roept ook de vraag op: gemeenschapszin, hoe moest dat ook alweer?",L,0.5,L,N
