jobid,unit_id,topic,text,majority,agreement,Karishma,Nisanur
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-18-CDA,Economic,"na discussie over gratis bier geven wij duidelijkheidOok **CDA-Kamerlid** Van den Brink benadrukt dat de kiezers nu duidelijkheid hebben hoe zijn partij de rekening betaalt en welke investeringen het **CDA** doet.""Ook na de hele eerdere discussie over 'gratis bier' geven wij die duidelijkheid wel.""",N,1,N,N
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-18-Overig,Economic,"na discussie over gratis bier geven wij duidelijkheidOok **CDA-Kamerlid** Van den Brink benadrukt dat de kiezers nu duidelijkheid hebben hoe zijn partij de rekening betaalt en welke investeringen het CDA doet.""Ook na de hele eerdere discussie over 'gratis bier' geven wij die duidelijkheid wel.""",N,1,N,N
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-22-CU,Economic,"De christendemocraten willen het minimumloon laten stijgen met de inflatie en niet extra, zoals veel andere partijen wel voorstellen.**ChristenUnie-Kamerlid** Grinwis onderstreept dat bij zijn partij de armoede in Nederland het meeste daalt.""En de kosten voor arbeid bij bedrijven stijgen bij de ChristenUnie minder snel dan als we niks zouden doen.""",L,1,L,L
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-22-Overig,Economic,"De christendemocraten willen het minimumloon laten stijgen met de inflatie en niet extra, zoals veel andere partijen wel voorstellen.**ChristenUnie-Kamerlid** Grinwis onderstreept dat bij zijn partij de armoede in Nederland het meeste daalt.""En de kosten voor arbeid bij bedrijven stijgen bij de ChristenUnie minder snel dan als we niks zouden doen.""",L,1,L,L
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-23-CU,Economic,"ChristenUnie-Kamerlid Grinwis onderstreept dat bij zijn partij de armoede in Nederland het meeste daalt.""En de kosten voor arbeid bij bedrijven stijgen bij de **ChristenUnie** minder snel dan als we niks zouden doen.""JA21 benadrukt dat alle werkende Nederlanders er met de voorstellen van de partij op vooruit gaan.",L,1,L,L
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-24-JA21,Economic,"""En de kosten voor arbeid bij bedrijven stijgen bij de ChristenUnie minder snel dan als we niks zouden doen.""**JA21** benadrukt dat alle werkende Nederlanders er met de voorstellen van de partij op vooruit gaan.JA21 is volgens de berekeningen van het CPB de enige deelnemer aan de verkiezingen waarbij de armoede toeneemt.",N,0.5,N,R
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-25-JA21,Economic,JA21 benadrukt dat alle werkende Nederlanders er met de voorstellen van de partij op vooruit gaan.**JA21** is volgens de berekeningen van het CPB de enige deelnemer aan de verkiezingen waarbij de armoede toeneemt.De partij bekijkt nog of op dat punt de plannen kunnen worden bijgesteld.,N,0.5,N,R
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-4-Overig,Economic,"En partijen die aan de doorrekening hebben deelgenomen, leveren kritiek op de partijen die niet hebben meegedaan.**VVD-lijsttrekker** Yesilgöz noemt het 'goed' dat acht partijen hun keuzes hebben laten doorrekenen.Zij onderstreept dat de VVD investeert om de vaste lasten te laten dalen:",L,0.5,N,L
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-4-VVD,Economic,"En partijen die aan de doorrekening hebben deelgenomen, leveren kritiek op de partijen die niet hebben meegedaan.**VVD-lijsttrekker** **Yesilgöz** noemt het 'goed' dat acht partijen hun keuzes hebben laten doorrekenen.Zij onderstreept dat de VVD investeert om de vaste lasten te laten dalen:",L,0.5,N,L
643,d310f85f872648111b069ac77f166213cdca0146171fd55b49c3c91c-7-D66,Economic,"""Ook zorgen we ervoor dat we ons land veiliger maken door te investeren in politie en defensie.""**D66-voorman** **Jetten** vindt het teleurstellend dat ""virtueel de helft van de zetels in de peilingen"" het programma niet heeft laten doorrekenen.Hij wijst er onder meer op dat zijn partij fors investeert in onderwijs en dat zijn partij kinderarmoede meer dan halveert.",L,1,L,L
643,d4fbed22e9267096cacfe2d5de1f30e532f15d9e3012cf66c3cd4a61-2-BBB,Economic,De provincie Groningen trekt volgend jaar maximaal 100.000 euro uit voor ontbijt voor kinderen die met honger naar school gaan.Onder meer de **BoerBurgerBeweging** (**BBB**) had daartoe een motie ingediend die vandaag werd aangenomen.De gemeente Midden-Groningen deelt samen met het Rode Kruis ontbijttassen uit voor kinderen die zonder ontbijt naar school moeten.,L,1,L,L
643,fbbc60b6700371ffe528e196940013509f7ee7ac58da1ede44016abd-35-VVD,Economic,"anderen moeten dat nu herstellen.""Hij had ook een uithaal naar de **VVD** paraat:,,Die partij laat de armoede toenemen.",N,0.5,N,R
643,fbbc60b6700371ffe528e196940013509f7ee7ac58da1ede44016abd-38-CDA,Economic,"Schandalig.""Bij het **CDA** wijzen ze naar de VVD:die partij laat de vennootschapsbelasting stijgen, foei!",N,0.5,R,N
643,fbbc60b6700371ffe528e196940013509f7ee7ac58da1ede44016abd-38-VVD,Economic,"Schandalig.""Bij het CDA wijzen ze naar de **VVD**:die partij laat de vennootschapsbelasting stijgen, foei!",L,1,L,L
643,fbbc60b6700371ffe528e196940013509f7ee7ac58da1ede44016abd-53-BBB,Economic,Want zij hadden buiten een gepensioneerd medewerker van het CPB gerekend.Deze Wim Suyker rekende de afgelopen weken op eigen houtje uit wat de plannen van onder meer **BBB** en Omtzigt kosten.Zijn conclusie:,N,1,N,N
643,fbbc60b6700371ffe528e196940013509f7ee7ac58da1ede44016abd-53-NSC,Economic,Want zij hadden buiten een gepensioneerd medewerker van het CPB gerekend.Deze Wim Suyker rekende de afgelopen weken op eigen houtje uit wat de plannen van onder meer BBB en **Omtzigt** kosten.Zijn conclusie:,N,1,N,N
