jobid,unit_id,topic,text,majority,agreement,Amani,Nisanur,Sascha
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-37-CU,Immigration,"„Kiezers van de ChristenUnie hebben een identiteit ontwikkeld die sinds 2010 progressiever, kosmopolitischer en groener is geworden.”Neem het vertrouwen in de politiek (**CU-stemmers** scoren hoger dan SGP-stemmers), klimaatpolitiek (**CU-achterban** is veel positiever) en immigratie (**CU-achterban** ook positiever).Op die vlakken verschillen de partijen „gigantisch” van elkaar, zegt Rooduijn.",N,0.6666666666666666,N,L,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-37-SGP,Immigration,"„Kiezers van de ChristenUnie hebben een identiteit ontwikkeld die sinds 2010 progressiever, kosmopolitischer en groener is geworden.”Neem het vertrouwen in de politiek (CU-stemmers scoren hoger dan **SGP-stemmers**), klimaatpolitiek (CU-achterban is veel positiever) en immigratie (CU-achterban ook positiever).Op die vlakken verschillen de partijen „gigantisch” van elkaar, zegt Rooduijn.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-4-FvD,Immigration,"Hoe links of rechts beschouwen ze zichzelf en waarin onderscheiden ze zich?,Aan de rechterkant staat de ene Nederlander.Hij of zij is tegen migratie, heeft weinig vertrouwen in politiek, is vaak lageropgeleid en stemt **FVD**, PVV, JA21 of BBB.Daar recht tegenover, aan de linkerkant, staat de andere Nederlander.",N,0.6666666666666666,R,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-4-JA21,Immigration,"Hoe links of rechts beschouwen ze zichzelf en waarin onderscheiden ze zich?,Aan de rechterkant staat de ene Nederlander.Hij of zij is tegen migratie, heeft weinig vertrouwen in politiek, is vaak lageropgeleid en stemt FVD, PVV, **JA21** of BBB.Daar recht tegenover, aan de linkerkant, staat de andere Nederlander.",N,0.6666666666666666,R,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-6-D66,Immigration,"Daar recht tegenover, aan de linkerkant, staat de andere Nederlander.Hij of zij is positiever over migratie, heeft veel vertrouwen in de politiek, is meestal theoretisch opgeleid en stemt Volt, GroenLinks-PvdA of **D66**.Maar, zien de politicologen Matthijs Rooduijn en Simon Otjes, er is nu iets opvallends aan de hand:",N,0.6666666666666666,L,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-6-GL/PvdA,Immigration,"Daar recht tegenover, aan de linkerkant, staat de andere Nederlander.Hij of zij is positiever over migratie, heeft veel vertrouwen in de politiek, is meestal theoretisch opgeleid en stemt Volt, **GroenLinks-PvdA** of D66.Maar, zien de politicologen Matthijs Rooduijn en Simon Otjes, er is nu iets opvallends aan de hand:",N,0.6666666666666666,L,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-6-Volt,Immigration,"Daar recht tegenover, aan de linkerkant, staat de andere Nederlander.Hij of zij is positiever over migratie, heeft veel vertrouwen in de politiek, is meestal theoretisch opgeleid en stemt **Volt**, GroenLinks-PvdA of D66.Maar, zien de politicologen Matthijs Rooduijn en Simon Otjes, er is nu iets opvallends aan de hand:",N,0.6666666666666666,L,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-61-BBB,Immigration,"een ruime meerderheid van de BBB-achterban is daar voorstander van.Kijk je naar immigratie, klimaat, tevredenheid (met het leven) en vertrouwen in de politiek, dan lijken de **BBB-kiezers** heel erg op stemmers van PVV, FVD en JA21.Bij de Tweede Kamerverkiezingen in 2021 stemden veel BBB’ers dan ook geen CDA, maar PVV – of ze stemden niet.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-61-JA21,Immigration,"een ruime meerderheid van de BBB-achterban is daar voorstander van.Kijk je naar immigratie, klimaat, tevredenheid (met het leven) en vertrouwen in de politiek, dan lijken de BBB-kiezers heel erg op stemmers van PVV, FVD en **JA21**.Bij de Tweede Kamerverkiezingen in 2021 stemden veel BBB’ers dan ook geen CDA, maar PVV – of ze stemden niet.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-62-CDA,Immigration,"Kijk je naar immigratie, klimaat, tevredenheid (met het leven) en vertrouwen in de politiek, dan lijken de BBB-kiezers heel erg op stemmers van PVV, FVD en JA21.Bij de Tweede Kamerverkiezingen in 2021 stemden veel BBB’ers dan ook geen **CDA**, maar PVV – of ze stemden niet.Rooduijn noemt BBB een „agrarisch-populistische” partij.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-62-PVV,Immigration,"Kijk je naar immigratie, klimaat, tevredenheid (met het leven) en vertrouwen in de politiek, dan lijken de BBB-kiezers heel erg op stemmers van PVV, FVD en JA21.Bij de Tweede Kamerverkiezingen in 2021 stemden veel BBB’ers dan ook geen CDA, maar **PVV** – of ze stemden niet.Rooduijn noemt BBB een „agrarisch-populistische” partij.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-69-BBB,Immigration,"Maar, zegt Rooduijn erbij, „het is nog te vroeg om te zeggen of ze echt radicaal-rechts zijn”.Hij wijst erop dat **BBB** „een jonge partij” is, op immigratie „iets gematigder dan de PVV en JA21”, en dat „immigratie en de nationale identiteit niet de kern van de partij zijn”.De BBB werd bij de Provinciale Statenverkiezingen in alle provincies de grootste – en daarmee ook in de Eerste Kamer (16 zetels).",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-69-JA21,Immigration,"Maar, zegt Rooduijn erbij, „het is nog te vroeg om te zeggen of ze echt radicaal-rechts zijn”.Hij wijst erop dat BBB „een jonge partij” is, op immigratie „iets gematigder dan de PVV en **JA21”**, en dat „immigratie en de nationale identiteit niet de kern van de partij zijn”.De BBB werd bij de Provinciale Statenverkiezingen in alle provincies de grootste – en daarmee ook in de Eerste Kamer (16 zetels).",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-69-PVV,Immigration,"Maar, zegt Rooduijn erbij, „het is nog te vroeg om te zeggen of ze echt radicaal-rechts zijn”.Hij wijst erop dat BBB „een jonge partij” is, op immigratie „iets gematigder dan de **PVV** en JA21”, en dat „immigratie en de nationale identiteit niet de kern van de partij zijn”.De BBB werd bij de Provinciale Statenverkiezingen in alle provincies de grootste – en daarmee ook in de Eerste Kamer (16 zetels).",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-70-BBB,Immigration,"Hij wijst erop dat BBB „een jonge partij” is, op immigratie „iets gematigder dan de PVV en JA21”, en dat „immigratie en de nationale identiteit niet de kern van de partij zijn”.De **BBB** werd bij de Provinciale Statenverkiezingen in alle provincies de grootste – en daarmee ook in de Eerste Kamer (16 zetels).Dat komt door het samenkomen van verschillende vormen van onvrede:",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-89-D66,Immigration,"Sociaal-economisch zijn ze weliswaar links, en ze zijn ook iets progressiever op euthanasie dan gemiddeld, maar daar houdt het wel mee op.Kijk je naar immigratie, klimaat, vertrouwen in politiek of euroscepsis, dan blijken SP’ers heel anders naar de wereld te kijken dan de achterban van GroenLinks-PvdA, Volt of **D66**.Ook het opleidingsniveau is bij de SP lager.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-89-GL/PvdA,Immigration,"Sociaal-economisch zijn ze weliswaar links, en ze zijn ook iets progressiever op euthanasie dan gemiddeld, maar daar houdt het wel mee op.Kijk je naar immigratie, klimaat, vertrouwen in politiek of euroscepsis, dan blijken SP’ers heel anders naar de wereld te kijken dan de achterban van **GroenLinks-PvdA**, Volt of D66.Ook het opleidingsniveau is bij de SP lager.",N,1,N,N,N
498,ceaa9801d2c3ff824299dc3503ffe225ee43ac31a88a03fc5ee706a0-89-Volt,Immigration,"Sociaal-economisch zijn ze weliswaar links, en ze zijn ook iets progressiever op euthanasie dan gemiddeld, maar daar houdt het wel mee op.Kijk je naar immigratie, klimaat, vertrouwen in politiek of euroscepsis, dan blijken SP’ers heel anders naar de wereld te kijken dan de achterban van GroenLinks-PvdA, **Volt** of D66.Ook het opleidingsniveau is bij de SP lager.",N,1,N,N,N
498,d80600978b7b6ad1e41762ed71e2ebe6fc2ebdbc1ae35d3a2f30b75d-1-D66,Immigration,NA,L,1,L,L,L
498,d80600978b7b6ad1e41762ed71e2ebe6fc2ebdbc1ae35d3a2f30b75d-2-VVD,Immigration,NA,N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-127-PVV,Immigration,"Vanavond om 18.20 uur is het EenVandaag Verkiezingsdebat.De leiders van VVD, NSC, GroenLinks-PvdA, **PVV**, BBB en D66 debatteren daarin over de thema's migratie, klimaat en bestaanszekerheid.En morgenavond is het slotdebat van de NOS.",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-127-VVD,Immigration,"Vanavond om 18.20 uur is het EenVandaag Verkiezingsdebat.De leiders van **VVD**, NSC, GroenLinks-PvdA, PVV, BBB en D66 debatteren daarin over de thema's migratie, klimaat en bestaanszekerheid.En morgenavond is het slotdebat van de NOS.",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-54-VVD,Immigration,"18:50Jettten: 'We hebben geen asielcrisis, maar een **VVD-crisis'**18:48",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-74-D66,Immigration,"18:28EenVandaag-debat begonnen, **D66** valt VVD aan om asielHet EenVandaag Verkiezingsdebat is begonnen.",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-74-VVD,Immigration,"18:28EenVandaag-debat begonnen, D66 valt **VVD** aan om asielHet EenVandaag Verkiezingsdebat is begonnen.",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-76-D66,Immigration,"Het EenVandaag Verkiezingsdebat is begonnen.Als eerste gaan VVD, NSC en **D66** met elkaar in debat over migratie.D66-leider Jetten zegt dat Nederland niet te maken heeft met een asielcrisis, ""maar met een VVD-crisis"".",L,0.6666666666666666,L,L,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-76-NSC,Immigration,"Het EenVandaag Verkiezingsdebat is begonnen.Als eerste gaan VVD, **NSC** en D66 met elkaar in debat over migratie.D66-leider Jetten zegt dat Nederland niet te maken heeft met een asielcrisis, ""maar met een VVD-crisis"".",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-77-D66,Immigration,"Als eerste gaan VVD, NSC en D66 met elkaar in debat over migratie.**D66-leider** **Jetten** zegt dat Nederland niet te maken heeft met een asielcrisis, ""maar met een VVD-crisis"".""De partij van mevrouw Yesilgöz heeft 12 jaar lang de scepter gezwaaid.",L,1,L,L,L
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-77-VVD,Immigration,"Als eerste gaan VVD, NSC en D66 met elkaar in debat over migratie.D66-leider Jetten zegt dat Nederland niet te maken heeft met een asielcrisis, ""maar met een **VVD-crisis**"".""De partij van mevrouw Yesilgöz heeft 12 jaar lang de scepter gezwaaid.",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-78-VVD,Immigration,"D66-leider Jetten zegt dat Nederland niet te maken heeft met een asielcrisis, ""maar met een VVD-crisis"".""De partij van mevrouw **Yesilgöz** heeft 12 jaar lang de scepter gezwaaid.Daarin is de overlast in Budel niet aangepakt, zitten mensen in overvolle azc's.",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-80-VVD,Immigration,"Daarin is de overlast in Budel niet aangepakt, zitten mensen in overvolle azc's.Er is geen asielcrisis, maar een **VVD-crisis**, omdat u geen leiderschap toonde en geen keuzes maakte.""Yesilgöz zei daarop dat het D66 is die ""elk probleem op asiel ontkent, de zorgen van de mensen negeert en doet alsof het niet bestaat"".",N,1,N,N,N
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-81-D66,Immigration,"Er is geen asielcrisis, maar een VVD-crisis, omdat u geen leiderschap toonde en geen keuzes maakte.""Yesilgöz zei daarop dat het **D66** is die ""elk probleem op asiel ontkent, de zorgen van de mensen negeert en doet alsof het niet bestaat"".PVV-leider Wilders viel Jetten bij door te zeggen:",L,0.6666666666666666,N,L,L
498,d8d217422083dc8e902a2f7869051f88aafd6743d5189f8fb4698e2b-81-VVD,Immigration,"Er is geen asielcrisis, maar een VVD-crisis, omdat u geen leiderschap toonde en geen keuzes maakte.""**Yesilgöz** zei daarop dat het D66 is die ""elk probleem op asiel ontkent, de zorgen van de mensen negeert en doet alsof het niet bestaat"".PVV-leider Wilders viel Jetten bij door te zeggen:",N,0.6666666666666666,N,R,N
498,dbd216ce02c267489f878fd1ad11bf069c9015040f14e09b9416def5-23-GL/PvdA,Immigration,"D66, de Partij voor de Dieren en Volt om tóch nog de overstap naar GroenLinks-PvdA te maken.Op een campagnebijeenkomst in Haarlem zette **Timmermans** zondag zijn oproep kracht bij.„Heel veel Nederlanders willen niet dat we een extreemrechtse afslag nemen.”",N,1,N,N,N
498,dbd216ce02c267489f878fd1ad11bf069c9015040f14e09b9416def5-27-PVV,Immigration,"Zelfs als de PVV een hele goede uitslag boekt, is het nog maar de vraag hoe realistisch een rechts kabinet met Wilders is.De **PVV-leider** zelf deed er afgelopen week alles aan om het voor andere (centrum)rechtse partijen moeilijk te maken hem uit te sluiten.Zo zei Wilders bij Nieuwsuur dat hij bereid is zijn anti-islamitische voorstellen, zoals een moskeeverbod, de komende jaren in de koelkast te zetten.",N,1,N,N,N
498,dbd216ce02c267489f878fd1ad11bf069c9015040f14e09b9416def5-28-PVV,Immigration,"De PVV-leider zelf deed er afgelopen week alles aan om het voor andere (centrum)rechtse partijen moeilijk te maken hem uit te sluiten.Zo zei **Wilders** bij Nieuwsuur dat hij bereid is zijn anti-islamitische voorstellen, zoals een moskeeverbod, de komende jaren in de koelkast te zetten.„De islam zal nooit uit ons DNA gaan, maar de prioriteit ligt nu duidelijk bij andere zaken als het gaat om de komende regeerperiode.”",N,1,N,N,N
498,dbd216ce02c267489f878fd1ad11bf069c9015040f14e09b9416def5-7-VVD,Immigration,"Natuurlijk is het maar één peiling, maar de opmars van Wilders was ook al zichtbaar in de peiling van I&O Research afgelopen woensdag.„De PVV voegt zich voorzichtig bij de koplopers”, schreef I&O, hoewel het gat met de **VVD** nog wel aanzienlijk was.Wilders voert een sterke campagne op televisie, PVV-kiezers waarderen zijn „klare taal” en „ferme standpunten” over immigratie, vertelden ze I&O.",N,1,N,N,N
498,dbd216ce02c267489f878fd1ad11bf069c9015040f14e09b9416def5-8-PVV,Immigration,"„De PVV voegt zich voorzichtig bij de koplopers”, schreef I&O, hoewel het gat met de VVD nog wel aanzienlijk was.**Wilders** voert een sterke campagne op televisie, **PVV-kiezers** waarderen zijn „klare taal” en „ferme standpunten” over immigratie, vertelden ze I&O.En ze zeiden nog iets:",N,1,N,N,N
498,e5b8bbbab587ebebdb705b6c81d43940f096cd3620031c08e583fd50-17-PVV,Immigration,Vooral PVV en GroenLinks-PvdA kunnen profiteren van zo'n tactische keuze.Ruim 40 procent van de **PVV-kiezers** zegt morgen op Geert **Wilders** te gaan stemmen als 'rechts tegenwicht'.Wilders stelt zelf dat een stem op de PVV nodig is om 'immigratie echt aan banden te leggen'.,R,0.6666666666666666,N,R,R
498,e5b8bbbab587ebebdb705b6c81d43940f096cd3620031c08e583fd50-18-PVV,Immigration,"Ruim 40 procent van de PVV-kiezers zegt morgen op Geert Wilders te gaan stemmen als 'rechts tegenwicht'.**Wilders** stelt zelf dat een stem op de **PVV** nodig is om 'immigratie echt aan banden te leggen'.Kiezers die nu voor de PVV gaan, refereren ook aan Wilders' optreden bij het SBS-debat, aldus I&O.",R,0.6666666666666666,N,R,R
498,e5b8bbbab587ebebdb705b6c81d43940f096cd3620031c08e583fd50-19-PVV,Immigration,"Wilders stelt zelf dat een stem op de PVV nodig is om 'immigratie echt aan banden te leggen'.Kiezers die nu voor de **PVV** gaan, refereren ook aan **Wilders'** optreden bij het SBS-debat, aldus I&O.EenVandaag peilde eerder dat ruim de helft van de GroenLinks-PvdA-kiezers uit louter strategische overwegingen voor links kiest.",R,0.6666666666666666,N,R,R
498,e676af5853ce943edceebcd87cc7a5fff8a902c4bd796f6c9d24a89e-2-BBB,Immigration,NA,N,1,N,N,N
498,e676af5853ce943edceebcd87cc7a5fff8a902c4bd796f6c9d24a89e-2-PVV,Immigration,NA,N,1,N,N,N
498,e676af5853ce943edceebcd87cc7a5fff8a902c4bd796f6c9d24a89e-2-VVD,Immigration,NA,N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-19-GL/PvdA,Immigration,",,Dan sta ik ervoor open.''De opkomst van Wilders in de peilingen leidt tot felle reacties bij andere lijsttrekkers.Voor **GroenLinks-PvdA** is het reden om te waarschuwen tegen de gevaren van een rechts kabinet.,,Een partij van uitsluiting en discriminatie dreigt in ons kabinet te komen.",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-21-GL/PvdA,Immigration,",,Een partij van uitsluiting en discriminatie dreigt in ons kabinet te komen.Dat mogen we nooit toestaan'', stelt Frans **Timmermans**.Hij zegt ook niet met de partij in zee te gaan.",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-25-GL/PvdA,Immigration,"Er is een ondergrens waar ik niet onderdoor wil'', zei hij in Buitenhof.Volgens **GroenLinks-** **PvdA** verscherpt Wilders de verhoudingen in de samenleving, en is dat geen oplossing voor de problemen.Net als andere lijsttrekkers geeft Timmermans de VVD er de schuld van dat Wilders zo heeft kunnen opstomen.",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-37-PVV,Immigration,",,Ik denk dat het vooral komt doordat we een goede campagne voeren, goede debatten doen en goede standpunten hebben'', zei hij in gesprek met deze krant.Eén factor die zou kunnen meespelen, is dat de **PVV** zich milder voordoet dan in eerdere verkiezingen.Wilders, die zijn partij nog steeds als eenmanszaak runt, wil nog altijd geen islamitische scholen, korans en moskeeën in Nederland en een verbod op hoofddoekjes in overheidsgebouwen.",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-38-PVV,Immigration,"Eén factor die zou kunnen meespelen, is dat de PVV zich milder voordoet dan in eerdere verkiezingen.**Wilders**, die zijn partij nog steeds als eenmanszaak runt, wil nog altijd geen islamitische scholen, korans en moskeeën in Nederland en een verbod op hoofddoekjes in overheidsgebouwen.Maar er ontbreken deze keer zinnen in het partijprogramma die de vorige keer wel aandacht trokken: 'De islam is geen godsdienst maar een totalitaire ideologie', stond er toen nog.",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-41-PVV,Immigration,"Ook het idee voor een Ministerie van Immigratie, Remigratie en De-islamisering is verdwenen.Yesilgöz ontkent dat zij Geert **Wilders** de wind in de zeilen heeft bezorgd:,,Pure onzin.''",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-41-VVD,Immigration,"Ook het idee voor een Ministerie van Immigratie, Remigratie en De-islamisering is verdwenen.**Yesilgöz** ontkent dat zij Geert Wilders de wind in de zeilen heeft bezorgd:,,Pure onzin.''",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-46-PVV,Immigration,"De vraag is hoe geloofwaardig dat is.''Hoewel de VVD twijfelt aan de mildere toon van de **PVV**, blijft Yesilgöz bij haar eerdere standpunt:,,Ik weiger kiezers uit te sluiten.''",N,1,N,N,N
498,fbd0cae2122d097e422afdaeb5dffc07637bf624f0f8b68c0670c188-46-VVD,Immigration,"De vraag is hoe geloofwaardig dat is.''Hoewel de **VVD** twijfelt aan de mildere toon van de PVV, blijft **Yesilgöz** bij haar eerdere standpunt:,,Ik weiger kiezers uit te sluiten.''",N,1,N,N,N
498,fc23b334966e279372b969377ea6af423942b0ee2cfef3376f1c0184-18-PVV,Immigration,"Terwijl Europa moet zoeken naar eenheid en naar nieuwe verbanden, onzeker als het is over de band met de VS, de competitie met China en de confrontatie met Rusland, kiest de PVV voor een op zichzelf gericht land, met gesloten grenzen en zonder internationale solidariteit.Verrassend is dat allemaal niet, maar wie flirt met de **PVV** moet beseffen dat hij - of in dit geval:zij - niet alleen het eigen land verwondt door de haatdragende en discriminerende standpunten van Wilders wit te wassen, hoe hard hij ook roept dat die even 'geen prioriteit' hebben.",R,1,R,R,R
498,fc23b334966e279372b969377ea6af423942b0ee2cfef3376f1c0184-19-PVV,Immigration,"Verrassend is dat allemaal niet, maar wie flirt met de PVV moet beseffen dat hij - of in dit geval:zij - niet alleen het eigen land verwondt door de haatdragende en discriminerende standpunten van **Wilders** wit te wassen, hoe hard hij ook roept dat die even 'geen prioriteit' hebben.Dit gevaarlijke spel heeft ook een internationale dimensie, het ondergraaft de toch al wankele positie van Europa in het mondiale krachtenveld.",N,0.6666666666666666,R,N,N
498,fcd78d10c29928d6f1ba0de8e458e525b04ca4b92b900c772d16b1ea-29-GL/PvdA,Immigration,"Max van der Stoel moet hier genoemd worden:hijzelf is er niet meer, maar zijn internationale geest waart gelukkig nog rond in de **PvdA**.Ik vertrouw GroenLinks hier minder, omdat daar bij sommigen het fantasierijke idee heeft postgevat dat Hamas, feminisme, lhbti- en mensenrechten prima samengaan.",N,1,N,N,N
